,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
10,ORCC,2018-06-30,USD,3668919000,183506000,155774000,155774000,None,None,None,None,None,None,None,None,None,92523000,None,5809000,None,1570947000,85400000,None,None,None,None,None,None,1485464000,None,None,1485464000,46509000,None,2097972000,None,31813000,1379000,123000000
11,ORCC,2012-09-30,USD,301348000,None,34455000,34455000,None,None,None,18351000,None,188009000,188009000,181516000,None,None,None,7850000,None,40606000,36474000,None,None,None,None,None,None,None,None,None,None,23807000,None,260742000,-3152000,None,3000,None
12,ORCC,2012-06-30,USD,302906000,None,34200000,34200000,None,None,None,19078000,None,188612000,188612000,181516000,None,None,None,8433000,None,45236000,40940000,None,None,None,None,None,None,None,None,None,None,23941000,None,257670000,-3106000,None,3000,None
13,ORCC,2012-03-31,USD,304813000,None,31858000,31858000,None,None,None,19764000,None,189710000,189710000,181516000,None,None,None,9163000,None,49578000,45153000,None,None,None,None,None,None,None,None,None,None,25399000,None,255235000,-3053000,None,3000,None
14,ORCC,2011-12-31,USD,304372000,None,31290000,31290000,None,None,None,20987000,None,190804000,190804000,181516000,None,None,None,7940000,None,52458000,39979000,None,None,None,None,None,None,7500000,None,None,None,25978000,None,251914000,-3046000,None,3000,None
15,ORCC,2011-09-30,USD,302330000,None,25092000,25092000,None,None,None,22279000,None,191906000,191906000,181516000,None,None,None,9663000,None,53669000,36412000,None,None,None,None,None,None,11500000,None,None,None,24646000,None,248661000,-3046000,None,3000,None
16,ORCC,2011-06-30,USD,304412000,None,24333000,24333000,None,None,None,23181000,None,193041000,193041000,181516000,None,None,None,9888000,None,57383000,51365000,None,None,None,None,None,None,None,None,None,None,23581000,None,247029000,-2990000,None,3000,None
17,ORCC,2011-03-31,USD,311536000,None,28359000,28359000,None,None,None,23876000,None,194360000,194360000,181516000,None,None,None,10219000,None,65311000,58635000,None,None,None,None,None,None,None,None,None,None,23691000,None,246225000,-2983000,None,3000,None
18,ORCC,2010-12-31,USD,310585000,None,29127000,29127000,None,None,None,25145000,None,195673000,195673000,181516000,None,None,None,8932000,None,60642000,44123000,None,None,None,None,None,None,9563000,None,None,None,14525000,None,249943000,-2923000,None,3000,None
19,ORCC,2010-09-30,USD,310875000,None,27042000,27042000,None,None,None,26950000,None,196984000,196984000,181516000,None,None,None,13299000,None,62435000,36611000,None,None,None,None,None,None,19125000,None,None,None,12642000,None,248440000,-2923000,None,3000,None
20,ORCC,2010-06-30,USD,308741000,None,21177000,21177000,None,None,None,28514000,None,198305000,198305000,181516000,None,None,None,13166000,None,62870000,28296000,None,None,None,None,None,None,27687000,None,None,None,12281000,None,245871000,-2923000,None,3000,None
