,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
10,AREC,2018-06-30,USD,20450549,2876726,939165,939165,66344,None,17573823,13115587,5950125,None,None,None,None,None,None,None,246328,47169082,21217238,None,None,13120060,13120060,25951844,None,6148661.55,13120060,5282930,18402990,2778232.08,None,-31737661.78,None,-54279512.34,103.58,1000000
11,AREC,2018-03-31,USD,18501679,3068478,94792,94792,317122,None,15433201,11119273,5300140,None,None,None,None,4313928,None,443482,85786,61205912,37459392,None,None,10164219,10164219,23746520,None,5782253,10164219,5782253,15946472,2461565,None,-43231935,None,-44759278,89,1000000
12,AREC,2017-12-31,USD,16293301,2702401,385665,385665,615096,None,13590900,11117184,3750901,None,None,None,None,4443800,None,None,198943,58356449,35423566,None,None,9645154,9645154,18034961,None,5081688,9645154,5081688,14726842,2116690,None,-40492252,None,-42019595,89,1000000
13,AREC,2017-09-30,USD,17331975,1254043,342041,342041,None,None,16077932,11629471,4119297,None,None,None,None,4448461,None,None,189012,52282276,30297134,None,None,5175916,5175916,21985142,None,5209759,5175916,441983,10385675,2178217,None,-35315808,None,-36663151,89,1000000
14,AREC,2017-06-30,USD,16990937,1250750,373190,373190,None,None,15740187,11225830,3422143,None,None,None,None,3471781.13,None,None,230470,50509499,28984369,None,None,4473751,4473751,21525130,None,3799674.69,4473751,445668,9414468,1707048.37,None,-26006479.27,None,-26804251.33,67.68,1000000
15,AREC,2017-03-31,USD,18554336,2380862,756160,756160,None,None,16173474,11656959,2722499,None,None,None,None,4516515,None,None,220602,48502544,27405425,None,None,4016233,4016233,21097119,None,4947368,4016233,448548,8963601,2209807,None,-30180925,None,-30868618,88,1000000
16,AREC,2016-12-31,USD,20273829,3737425,925627,925627,None,None,16536404,12081816,2262855,None,None,None,None,None,None,None,None,None,None,None,None,4431006,None,22572325,None,None,4431006,4964941,None,None,None,None,None,None,None,None
17,AREC,2016-09-30,USD,96971,90976,290395,290395,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50000,None,72992,None,None,50000,None,None,None,None,None,None,None,None,None
18,AREC,2016-06-30,USD,1130008,112966,775613,775613,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50000,None,None,None,None,50000,None,None,None,None,None,None,None,None,None
19,AREC,2016-03-31,USD,1103057,642680,102856,102856,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
