trade_date,issuer,symbol,lead_jointlead_managers,offer_price,opening_price,firstday_close,firstday_percent_pxchng,dollar_change_opening,dollar_change_close,star_ratings,performed
2018-10-05,ARYA Sciences Acquisition,ARYAU,Jefferies,10,10.16,10.17,0.02,0.16,0.17,1,
2018-10-05,ChaSerg Technology Acquisition,CTACU,Cantor,10,10.04,10.04,0,0.04,0.04,1,
2018-10-05,Collier Creek Holdings,CCH.U,Citigroup/ Credit Suisse/ BofA Merrill Lynch​,10,10.18,10.15,0.02,0.18,0.15,1,
2018-10-05,EdtechX Holdings Acquisition,EDTXU,Chardan/ I-Bankers,10,10.03,10.03,0,0.03,0.03,1,
2018-10-05,Elastic N.V.,ESTC,Goldman Sachs/ J.P. Morgan/ Barclays/  RBC Capital Markets,36,70,70,0.94,34,34,3,
2018-10-04,Guardant Health,GH,J.P. Morgan/ BofA Merrill Lynch,19,27.75,32.2,0.69,8.75,13.2,3,
2018-10-04,Kodiak Sciences,KOD,Morgan Stanley/ BofA Merrill Lynch,10,10,10.16,0.02,0,0.16,1,
2018-10-03,Upwork,UPWK,Citigroup/ Jefferies/ RBC Capital Markets,15,23,21.18,0.41,8,6.18,3,
2018-09-28,CooTek,CTK,Credit Suisse/ BofA Merrill Lych/ Citigroup,12,11.5,9.44,-0.21,-0.5,-2.56,2,Missed
2018-09-28,Gritstone Oncology,GRTS,Goldman Sachs/ Cowen/ Barclays,15,15.2,14.24,-0.05,0.2,-0.76,2,Missed
2018-09-27,Arvinas,ARVN,Goldman Sachs/ Citigroup/ Piper Jaffray,16,21,16.05,0,5,0.05,2,Missed
2018-09-27,LAIX,LAIX,Morgan Stanley/ Goldman Sachs (Asia),12.5,16,12.62,0.01,3.5,0.12,2,
2018-09-27,Ra Medical,REMED,Piper Jaffray/ Cantor,17,21.5,20,0.18,4.5,3,2,
2018-09-27,Sutro Biopharma,STRO,Cowen/ Piper Jaffray,15,15.12,15.2,0.01,0.12,0.2,3,Missed
2018-09-27,Urovant Sciences,UROV,J.P. Morgan/ Jefferies/ Cowen,14,10.5,11.65,-0.17,-3.5,-2.35,2,Missed
2018-09-26,Arco Platform,ARCE,Goldman Sachs/ Morgan Stanley/ Itaú BBA/ BofA Merrill Lynch,17.5,24.5,23.5,0.34,7,6,2,
2018-09-26,Capital Bancorp,CBNK,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",12.5,13,12.8,0.02,0.5,0.3,2,
2018-09-26,Entasis Therapeutics Holding,ETTX,Credit Suisse/ BMO Capital Markets,15,13.45,10.66,-0.29,-1.55,-4.34,2,Missed
2018-09-26,SVMK (SurveyMonkey),SVMK,J.P. Morgan/ Allen & Company/ BofA Merrill Lynch,12,18.75,17.24,0.44,6.75,5.24,3,
2018-09-21,Farfetch,FTCH,Goldman Sachs/ J.P. Morgan/ Allen & Company/ UBS Investment Bank,20,27,28.45,0.42,7,8.45,3,
2018-09-21,Y-mAbs Therapeutics,YMAB,BofA Merrill Lynch/ Cowen/ Canaccord Genuity,16,26.5,24,0.5,10.5,8,2,
2018-09-20,Bank7,BSVN,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",19,20,19.09,0,1,0.09,2,
2018-09-20,Elanco Animal Health,ELAN,Goldman Sachs/ J.P. Morgan/ Morgan Stanley,24,32.25,36,0.5,8.25,12,3,
2018-09-20,Eventbrite,EB,Goldman Sachs/ J.P. Morgan/ Allen & Company/ RBC Capital Markets,23,36,36.5,0.59,13,13.5,3,
2018-09-19,X Financial,XYF,Deutsche Bank Securities/ Morgan Stanley,9.5,15,11.97,0.26,5.5,2.47,1,Missed
2018-09-14,FVCBankcorp,FVCB,Sandler O'Neill + Partners/ Raymond James,20,21.2,20,0,1.2,0,2,
2018-09-14,Principia Biopharma,PRNB,BofA Merrill Lynch/ Leerink Partners/ Wells Fargo Securities,17,25.66,32.65,0.92,8.66,15.65,3,
2018-09-14,Qutoutiao,QTT,Citigroup/ Deutsche Bank  Securities,7,9.1,15.97,1.28,2.1,8.97,1,Missed
2018-09-12,"111, Inc.",YI,J.P. Morgan/ Citigroup/ CICC,14,16.75,13.8,-0.01,2.75,-0.2,1,
2018-09-12,NIO Inc.,NIO,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan,6.26,6,6.6,0.05,-0.26,0.34,1,
2018-09-07,Churchill Capital,CCC.U,Citigroup,10,10.02,10.05,0.01,0.02,0.05,1,
2018-08-29,Longevity Acquisition,LOACU,Cantor,10,10.12,10.13,0.01,0.12,0.13,1,
2018-08-24,Megalith Financial Acquisition,MFACU,Chardan/ BTIG,10,10.01,10.02,0,0.01,0.02,1,
2018-08-21,Bionano Genomics,BNGOU,Roth Capital Partners,6.13,6,6.15,0,-0.13,0.03,1,
2018-08-21,Tenzing Acquisition,TZACU,Maxim Group,10,10.01,10.03,0,0.01,0.03,1,
2018-08-16,TKK Symphony Acquisition,TKKSU,EarlyBirdCapital,10,10.08,10.04,0,0.08,0.04,1,
2018-08-14,Aridis Pharmaceuticals,ARDS,Cantor,13,13.02,13,0,0.02,0,1,
2018-08-10,Mesa Air Group,MESA,Raymond James/ BofA Merrill Lynch,12,12,11.75,-0.02,0,-0.25,1,
2018-08-10,Spartan Energy Acquisition,SPAQ.U,Citigroup/ Credit Suisse,10,10.1,10.07,0.01,0.1,0.07,1,
2018-08-09,Vaccinex,VCNX,Oppenheimer/ BTIG,12,12,11.38,-0.05,0,-0.62,1,
2018-08-03,Arlo Technologies,ARLO,BofA Merrill Lynch/ Deutsche Bank Securities/ Guggenheim Securities,16,18.5,22.1,0.38,2.5,6.1,2,
2018-08-02,Cushman & Wakefield plc,CWK,Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ UBS Securities,17,18,17.81,0.05,1,0.81,1,
2018-08-02,Sonos,SONO,Morgan Stanley/ Goldman Sachs/ Allen & Company,15,16,19.91,0.33,1,4.91,2,
2018-08-02,Tottenham Acquisition I,TOTAU,Chardan,10,10.13,10.13,0.01,0.13,0.13,1,
2018-07-27,Adial Pharmaceuticals,ADIL,Joseph Gunnar & Co.,5,4,4.05,-0.19,-1,-0.95,1,
2018-07-27,Adial Pharmaceuticals,ADILW,Joseph Gunnar & Co.,0,0.65,0.65,0,0.65,0.65,1,
2018-07-27,Endava,DAVA,Morgan Stanley/ Citigroup/ Credit Suisse/ Deutsche Bank Securities,20,25,25.2,0.26,5,5.2,2,
2018-07-27,Opera Ltd,OPRA,CICC/ Citigroup,12,14.34,13.11,0.09,2.34,1.11,3,
2018-07-26,Cango,CANG,Morgan Stanley/ BofA Merrill Lynch/ Goldman Sachs (Asia),11,12.5,12.52,0.14,1.5,1.52,1,
2018-07-26,Focus Financial Partners,FOCS,Goldman Sachs/ BofA Merrill Lynch/ KKR/ BMO Capital Markets/ RBC Capital Markets/ SunTrust Robinson Humphrey,33,35.9,37.55,0.14,2.9,4.55,1,
2018-07-26,Liquidia Technologies,LQDA,Jefferies/ Cowen,11,12.45,11.1,0.01,1.45,0.1,3,
2018-07-26,Pinduoduo,PDD,Credit Suisse/ Goldman Sachs (Asia)/ CICC,19,26.5,26.7,0.41,7.5,7.7,3,
2018-07-26,Tenable Holdings,TENB,Morgan Stanley/ J.P. Morgan/ Allen & Company/ Deutsche Bank Securities,23,33,30.25,0.32,10,7.25,3,
2018-07-25,Aquestive Therapeutics,AQST,BMO Capital Markets/ RBC Capital Markets,15,15.05,16.5,0.1,0.05,1.5,2,
2018-07-25,Bloom Energy,BE,J.P. Morgan/ Morgan Stanley/ Credit Suisse/ KeyBanc Capital Markets/ BofA Merrill Lynch,15,18.7,25,0.67,3.7,10,2,
2018-07-25,Greenland Acquisition,GLACU,Chardan,10,10.11,10.12,0.01,0.11,0.12,1,
2018-07-25,Aurora Mobile Limited,JG,Goldman Sachs (Asia)/ Credit Suisse/ Deutsche Bank Securities,8.5,9,8.8,0.04,0.5,0.3,1,
2018-07-20,Replimune Group,REPL,J.P. Morgan/ Leerink Partners/ BMO Capital Market,15,16,15.16,0.01,1,0.16,2,
2018-07-19,Allakos,ALLK,Goldman Sachs/ Jefferies,18,27.2,31.25,0.74,9.2,13.25,3,
2018-07-19,Establishment Labs Holdings,ESTA,Jefferies/ Cowen,18,26,24.75,0.38,8,6.75,3,
2018-07-19,First Western Financial,MYFW,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",19,20.75,19.7,0.04,1.75,0.7,2,
2018-07-19,Tilray,TLRY,Cowen and Company,17,23.05,22.39,0.32,6.05,5.39,3,
2018-07-18,Coastal Financial,CCB,"Keefe, Bruyette & Woods (A Stifel Company)/ Hovde Group",14.5,16.25,16.4,0.13,1.75,1.9,2,
2018-07-18,Crinetics Pharmaceuticals,CRNX,J.P. Morgan/ Leerink Partners/ Piper Jaffray,17,19.25,24.51,0.44,2.25,7.51,2,
2018-07-18,Rubius Therapeutics,RUBY,J.P. Morgan/ Morgan Stanley/ Jefferies/ Leerink Partners,23,30.51,24.25,0.05,7.51,1.25,3,
2018-07-03,Allegro Merger,ALGRU,Cantor,10,10.06,10.05,0.01,0.06,0.05,1,
2018-06-29,Domo,DOMO,Morgan Stanley/ Allen & Company/ Credit Suisse/ UBS Securities,21,23.8,27.3,0.3,2.8,6.3,2,
2018-06-28,BJ’s Wholesale Club Holdings,BJ,BofA Merrill Lynch/ Deutsche Bank Securities/ Goldman Sachs/ J.P. Morgan,17,21.25,22,0.29,4.25,5,3,
2018-06-28,Entera Bio Ltd.,ENTX,Maxim Group ,8,7.3,6.28,-0.22,-0.7,-1.72,N/C,
2018-06-28,Entera Bio Ltd.,ENTXW,Maxim Group ,0,0.96,0.81,,0.96,0.81,N/C,
2018-06-28,Forty Seven,FTSV,Morgan Stanley/ Credit Suisse,16,15.01,15.05,-0.06,-0.99,-0.95,2,Missed
2018-06-28,HL Acquisitions,HCCHU,EarlyBirdCapital,10,10.05,10.07,0.01,0.05,0.07,1,
2018-06-28,Neuronetics,STIM,Piper Jaffray/ William Blair,17,25,27.78,0.63,8,10.78,3,
2018-06-28,New Frontier,NFC.U,​Credit Suisse/ UBS Investment Bank​,10,10.05,10.03,0,0.05,0.03,1,
2018-06-28,Tricida,TCDA,Goldman Sachs/ J.P. Morgan/ Cowen,19,25,26,0.37,6,7,3,
2018-06-27,HyreCar,HYRE,Network 1 Financial Securities,5,5.55,5.1,0.02,0.55,0.1,1,
2018-06-27,Lovesac Co.,LOVE,Roth Capital Partners,16,25,23.99,0.5,9,7.99,2,
2018-06-27,Neon Therapeutics,NTGN,Morgan Stanley/ BofA Merrill Lynch/ Mizuho Securities,16,16,15,-0.06,0,-1,1,Missed
2018-06-27,Uxin Limited,UXIN,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan/ CICC/ China Renaissance,9,10.4,9.67,0.07,1.4,0.67,1,
2018-06-22,Autolus Therapeutics,AUTL,Goldman Sachs/ Jefferies,17,28,25,0.47,11,8,3,
2018-06-22,Electrocore,ECOR,Evercore ISI/Cantor/JMP Securities,15,18,19.85,0.32,3,4.85,1,Missed
2018-06-21,Aptinyx,APTX,J.P. Morgan/ Cowen/ Leerink Partners/ BMO Capital Markets,16,17.4,22.2,0.39,1.4,6.2,2,
2018-06-21,AVROBIO,AVRO,Morgan Stanley/ Cowen/ Wells Fargo Securities,19,29.25,31.2,0.64,10.25,12.2,2,
2018-06-21,Essential Properties,EPRT,Goldman Sachs/ Citigroup/ Barclays,14,13.49,13.64,-0.03,-0.51,-0.36,1,
2018-06-21,i3 Verticals,IIIV,Cowen/ Raymond James/ KeyBanc Capital Markets,13,18,18.35,0.41,5,5.35,3,
2018-06-21,Kezar Life Sciences,KZR,Jefferies/ Cowen/ Wells Fargo Securities/ William Blair,15,20,17.5,0.17,5,2.5,2,
2018-06-21,Magenta Therapeutics,MGTA,J.P. Morgan/ Goldman Sachs/ Cowen,15,15.5,14.52,-0.03,0.5,-0.48,2,
2018-06-21,Xeris Pharmaceuticals,XERS,Jefferies/ Leerink Partners/ RBC Capital Markets,15,15.75,20.22,0.35,0.75,5.22,2,
2018-06-20,Eidos Therapeutic,EIDX,J.P. Morgan/ BofA Merrill Lynch,17,20,23.12,0.36,3,6.12,2,
2018-06-20,LF Capital Acquisition,LFACU,B. Riley FBR/ Raymond James,10,10.02,10,0,0.02,0,1,
2018-06-20,Twelve Seas,TWLVU,EarlyBirdCapital,10,10.02,10.06,0.01,0.02,0.06,1,
2018-06-19,Thunder Bridge Acquisition,TBRGU,Cantor/ CLSA,10,10.05,10.05,0.01,0.05,0.05,1,
2018-06-15,Avalara,AVLR,Goldman Sachs/ J.P. Morgan Securities/ BofA Merrill Lynch,24,35,44.94,0.87,11,20.94,3,
2018-06-15,Puxin Ltd.,NEW,Citigroup/ Deutsche Bank Securities/ Barclays/ Haitong International/ CICC,17,17,21,0.24,0,4,1,
2018-06-15,Verrica Pharmaceuticals,VRCA,BofA Merrill Lynch/ Jefferies/ Cowen,15,20,17.5,0.17,5,2.5,1,
2018-06-14,Charah Solutions,CHRA,Morgan Stanley/ BoA Merrill Lynch/ Stife,12,11.75,12,0,-0.25,0,1,
2018-06-14,U.S. Xpress Enterprises (USX),USX,BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan/ Wells Fargo Securities,16,16.3,16.68,0.04,0.3,0.68,1,
2018-06-12,Far Point Acquisition,FPAC.U,Credit Suisse/ BofA Merrill Lynch,10,10.15,10.16,0.02,0.15,0.16,1,
2018-06-08,MeiraGTx Holdings plc,MGTX,BofA Merrill Lynch/ Barclays/ Evercore ISI,15,15.1,15,0,0.1,0,1,
2018-05-30,Trident Acquisitions,TDACU,Chardan,10,10.01,10.03,0,0.01,0.03,1,
2018-05-25,Iterum Therapeutics plc,ITRM,Leerink Partners/ RBC Capital Markets,13,12.7,12.85,-0.01,-0.3,-0.15,1,
2018-05-24,CLPS Incorporation,CLPS,Benchmark/ Cuttone,5.25,5.75,5.51,0.05,0.5,0.26,N/C,
2018-05-24,GreenSky,GSKY,Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ SunTrust Robinson Humphrey,23,22.15,23.36,0.02,-0.85,0.36,3,Missed
2018-05-24,Kiniksa Pharmaceuticals,KNSA,Goldman Sachs/ J.P. Morgan,18,24.45,19.47,0.08,6.45,1.47,3,
2018-05-24,Scholar Rock Holding,SRRK,Jefferies/ Cowen/ BMO Capital Markets,14,14.25,15.5,0.11,0.25,15,1,
2018-05-23,EVO Payments,EVOP,J.P. Morgan/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities/ SunTrust Robinson Humphrey/ Barclays/ Cowen/ Goldman Sachs/ Regions Securities/ William Blair,14,20.5,19.02,0.36,6.5,5.02,3,
2018-05-17,Pluralsight,PS,Morgan Stanley/ J.P. Morgan/ Barclays/ BofA Merrill Lynch,15,20,20,0.33,5,5,3,
2018-05-16,VectoIQ Acquisition,VTIQU,Cowen/ Chardan,10,10,10,0,0,0,1,
2018-05-15,Trinity Merger,TMCXU,B. Riley FBR,10,10,10.01,0,0,0.01,1,
2018-05-11,HUYA,HUYA,Credit Suisse/ Goldman Sachs (Asia)/ UBS Investment Bank,12,15.5,16.06,0.34,3.5,4.06,2,
2018-05-10,AXA Equitable Holdings,EQH,Morgan Stanley/ J.P. Morgan/ Citigroup,20,19.75,20.34,0.02,-0.25,0.34,1,
2018-05-09,Evelo Biosciences,EVLO,Morgan Stanley/ Cowen/ BMO Capital Markets,16,16,16.25,0.02,0,0.25,3,Missed
2018-05-09,Origin Bancorp,OBNK,Stephens/ Raymond James,34,36.25,37.16,0.09,2.25,3.16,2,
2018-05-04,Carbon Black,CBLK,Morgan Stanley/ J.P. Morgan,19,24.7,23.94,0.26,5.7,4.94,3,
2018-05-04,Construction Partners,ROAD,Baird/ Raymond James/ Stephens,12,13,12.1,0.01,1,0.1,1,
2018-05-04,Spirit of Texas Bancshares,STXB,"Stephens/ Keefe, Bruyette & Woods (A Stifel Company)",21,22,21.85,0.04,1,0.85,2,
2018-05-03,Inspire Medical Systems,INSP,BofA Merrill Lynch/ Goldman Sachs,16,24.49,24.98,0.56,8.49,8.98,3,
2018-05-03,Unity Biotechnology,UBX,Goldman Sachs/ Morgan Stanley/ Citigroup,17,19,16.65,-0.02,2,-0.35,1,
2018-05-02,PermRock Royalty Trust,PRT,Wells Fargo Securities/ Goldman Sachs/ UBS Investment Bank,17,17,15.5,-0.09,0,-1.5,1,
2018-04-27,DocuSign,DOCU,Morgan Stanley/ J.P. Morgan,29,38,39.73,0.37,9,10.73,3,
2018-04-27,Goosehead Insurance,GSHD,J.P. Morgan/ BofA Merrill Lynch,10,12,15.75,0.58,2,5.75,1,
2018-04-27,Smartsheet,SMAR,Morgan Stanley/ J.P. Morgan/ Jefferies/ RBC Capital Markets,15,18.4,19.5,0.3,3.4,4.5,3,
2018-04-26,Ceridian HCM Holding,CDAY,Goldman Sachs/ J.P. Morgan/ Credit Suisse/ Deutsche Bank Securities,21,28.9,31.21,0.49,7.9,10.21,3,
2018-04-26,nLIGHT,LASR,Stifel/ Raymond James,16,23,26.95,0.68,7,10.95,3,
2018-04-20,Level One Bancorp,LEVL,"Raymond James/ Keefe, Bruyette & Woods (A Stifel Company)",28,29,29.26,0.05,1,1.26,2,
2018-04-20,Pivotal Software,PVTL,Morgan Stanley/ Goldman Sachs/ Citigroup,15,16.75,15.73,0.05,1.75,0.73,2,
2018-04-19,GrafTech International Ltd.,EAF,J.P. Morgan/ Credit Suisse,10,10.1,10.12,0.01,0.1,0.12,1,
2018-04-19,Surface Oncology,SURF,Goldman Sachs/ Cowen/ Evercore ISI,15,14.75,13.55,-0.1,-0.25,-1.45,3,Missed
2018-04-12,Zuora,ZUO,Goldman Sachs/ Morgan Stanley/ Allen & Company/ Jefferies,14,20,20,0.43,6,6,3,
2018-03-29,Genprex,GNPX,Network 1 Financial Securities,5,4.64,4.7,-0.06,-0.36,-0.3,1,
2018-03-29,iQIYI,IQ,Goldman Sachs (Asia)/ Credit Suisse/ BofA Merrill Lynch,18,18.2,15.55,-0.14,0.2,-2.45,2,Missed
2018-03-29,Unum Therapeutics,UMRX,Morgan Stanley/ Cowen,12,11.75,11.11,-0.07,-0.25,-0.89,2,Missed
2018-03-28,Bilibili,BILI,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,11.5,9.8,11.24,-0.02,-1.7,-0.26,3,Missed
2018-03-28,Homology Medicines,FIXX,BofA Merrill Lynch/ Cowen/ Evercore ISI,16,23,18.66,0.17,7,2.66,3,
2018-03-27,GreenTree Hospitality Group,GHG,Morgan Stanley/ BofA Merrill Lynch/ UBS Securities,14,14.4,13,-0.07,0.4,-1,1,
2018-03-23,Dropbox,DBX,Goldman Sachs/ J.P. Morgan/ Deutsche Bank Securities/ Allen & Company/ BofA Merrill Lynch,21,29,28.48,0.36,8,7.48,3,
2018-03-23,Sunlands Online Education Group,STG,Goldman Sachs (Asia)/ J.P. Morgan/ Credit Suisse,11.5,13.1,11.1,-0.03,1.6,-0.4,1,
2018-03-20,Golden Bull,DNJR,ViewTrade Securities,4,5.2,4.62,0.16,1.2,0.62,N/C,
2018-03-16,Senmiao Technology,AIHS,ViewTrade Securities,4,5.51,5.56,0.39,1.51,1.56,1,Missed
2018-03-16,Tiberius Acquisition,TIBRU,Cantor/ Dowling & Partners Securities,10,10.01,10.02,0,0.01,0.02,1,
2018-03-16,Zscaler,ZS,Morgan Stanley/ Goldman Sachs,16,27.5,33,1.06,11.5,17,3,
2018-03-15,Arcus Biosciences,RCUS,Citigroup/ Goldman Sachs/ Leerink Partners,15,20,17,0.13,5,2,3,
2018-03-14,Bridgewater Bancshares,BWB,Sandler O'Neill & Partners/ D.A. Davidson,11.75,12.66,12.62,0.07,0.91,0.87,2,
2018-03-14,Opes Acquisition,OPESU,EarlyBirdCapital,10,10.03,10.02,0,0.03,0.02,1,
2018-03-08,BioXcel Therapeutics,BTAI,Barclays/ UBS Investment Bank/ BMO Capital Markets,11,11.02,11.03,0,0.02,0.03,1,
2018-02-28,Union Acquisition,LTN.U,Ladenburg Thalmann/ Brookline Capital Markets,10,10.01,10.01,0,0.01,0.01,1,
2018-02-16,DFB Healthcare Acquisitions (DFBHU) (u),DFBHU,Goldman Sachs/ Deutsche Bank Securities,10,10,10,0,0,0,1,
2018-02-16,Farmmi,FAMI,ViewTrade Securities,4,4.4,6.18,0.55,0.4,2.18,N/C,
2018-02-14,Motus GI Holdings,MOTS,Piper Jaffray/ Oppenheimer,5,5,4.38,-0.12,0,-0.62,1,
2018-02-13,Leo Holdings,LHC.U,Citigroup,10,10,9.93,-0.01,0,-0.07,1,
2018-02-09,Cardlytics,CDLX,BofA Merrill Lynch/ J.P. Morgan,13,12.1,13.37,0.03,-0.9,0.37,2,Missed
2018-02-09,Quintana Energy Services,QES,BofA Merrill Lynch/ Simmons & Company International (Energy Specialists of Piper Jaffray),10,9,9,-0.1,-1,-1,1,
2018-02-08,Cactus,WHD,Citigroup/ Credit Suisse,19,21.1,20.25,0.07,2.1,1.25,2,
2018-02-08,Evolus,EOLS,Cantor/ Mizuho Securities,12,11.2,11.5,-0.04,-0.8,-0.5,1,
2018-02-08,Huami Corporation,HMI,Credit Suisse/ Citigroup/ China Renaissance,11,12,11.25,0.02,1,0.25,1,
2018-02-08,Mudrick Capital Acquisition,MUDSU,Cantor,10,10,10,0,0,0,1,
2018-02-08,Victory Capital Holdings,VCTR,J.P. Morgan/ BofA Merrill Lynch/ Morgan Stanley Barclays/ Goldman Sachs/ RBC Capital Markets,13,12.25,11.6,-0.11,-0.75,-1.4,1,
2018-02-02,FTS International,FTSI,Credit Suisse/ Morgan Stanley,18,19,20.61,0.15,1,2.61,3,
2018-02-01,One Stop Systems,OSS,Roth Capital Partners,5,5.55,4.88,-0.02,0.55,-0.12,1,
2018-02-01,Corporación América Air.,CAAP,Oppenheimer & Co.,17,17,16.4,-0.04,0,-0.6,1,
2018-02-01,Hudson Ltd.,HUD,Credit Suisse/ Morgan Stanley/ UBS Investment Bank,19,17.95,17.6,-0.07,-1.05,-1.4,2,Missed
2018-02-01,Sol-Gel Technologies,SLGL,​Jefferies/ BMO Capital Markets​,12,15.33,13.64,0.14,3.33,1.64,2,
2018-01-30,MTech Acquisition,MTECU,EarlyBirdCapital,10,10.01,10.07,0.01,0.01,0.07,1,
2018-01-26,ARMO BioSciences,ARMO,Jefferies/ Leerink Partners/ BMO Capital Markets,17,28,29.74,0.75,11,12.74,2,
2018-01-26,PlayAGS,AGS,Credit Suisse/ Deutsche Bank Securities/ Jefferies/ Macquarie Capital/ BofA Merrill Lynch/ Citigroup/ Nomura/ Stifel/ SunTrust Robinson Humphrey,16,14,18.5,0.16,-2,2.5,1,
2018-01-26,Solid Biosciences,SLDB,J.P. Morgan/ Goldman Sachs/ Leerink Partners,16,25.5,22.62,0.41,9.5,6.62,3,
2018-01-25,Eyenovia,EYEN,Ladenburg Thalmann/ Roth Capital Partners​,10,10,9.92,-0.01,0,-0.08,1,
2018-01-25,Gates Industrial Corporation plc,GTES,Citigroup/ Morgan Stanley/ UBS Investment Bank,19,19.05,18.5,-0.03,0.05,-0.5,1,
2018-01-25,Gordon Pointe Acqusition,GPAQU,B. Riley FBR,10,10,10,0,0,0,1,
2018-01-25,Menlo Therapeutics,MNLO,Jefferies/ Piper Jaffray/ Guggenheim Securities,17,20.5,28.71,0.69,3.5,11.71,2,
2018-01-24,PagSeguro Digital Ltd.,PAGS,Goldman Sachs/ Morgan Stanley,21.5,28.2,29.2,0.36,6.7,7.7,3,
2018-01-12,Industrial Logistics Properties Trust,ILPT,UBS Investment Bank/ Citigroup/ RBC Capital Markets,24,23.7,23.35,-0.03,-0.3,-0.65,1,
2018-01-12,Liberty Oilfield Services,LBRT,"Morgan Stanley/ Goldman, Sachs/ Wells Fargo Securities/ Citigroup/ J.P. Morgan/ Evercore ISI",17,21.2,21.75,0.28,4.2,4.75,2,
2018-01-10,Nebula Acquisition,NEBUU,Deutsche Bank Securities/ Goldman Sachs,10,10.03,10.02,0,0.03,0.02,1,
2017-12-22,iClick Interactive Asia Group,ICLK,Roth,8,8.5,9,0.13,0.5,1,1,
2017-12-21,LexinFintech Holdings Ltd.,LX,Goldman Sachs (Asia)/ BofA Merrill Lynch/ Deutsche Bank Securities/ China Renaissance,9,11.8,10.7,0.19,2.8,1.7,1,Missed
2017-12-15,Casa Systems,CASA,Morgan Stanley/ Barclays,13,13.5,14.4,0.11,0.5,1.4,1,
2017-12-15,Newmark Group,NMRK,Goldman Sachs/ BofA Merrill Lynch/ Citigroup/ Cantor Fitzgerald,14,14.05,13.95,0,0.05,-0.05,1,
2017-12-08,Denali Therapeutics,DNLI,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,18,21.55,21.45,0.19,3.55,3.45,2,
2017-12-08,GigCapital,GIG.U,Cowen/ Chardan,10,10,10,0,0,0,1,
2017-12-08,Luther Burbank,LBC,"Keefe, Bruyette & Woods (A Stifel Company) Sandler O'Neill + Partners",10.75,11.75,11.75,0.09,1,1,2,
2017-12-07,CURO Group Holdings,CURO,Credit Suisse/ Jefferies/ Stephens,14,14.8,14.2,0.01,0.8,0.2,1,
2017-12-07,Odonate Therapeutics,ODT,Goldman Sachs/ Jefferies,24,23,23,-0.04,-1,-1,1,
2017-12-07,Quanterix,QTRX,J.P. Morgan/Leerink Partners,15,16.25,17.47,0.16,1.25,2.47,1,Missed
2017-12-01,Leisure Acquisition,LACQU,Morgan Stanley,10,10,9.96,0,0,-0.04,1,
2017-12-01,Regalwood Global Energy,RWGE.U,Citigroup/ J.P. Morgan,10,10.01,10,0,0.01,0,1,
2017-11-29,ReTo Eco-Solutions,RETO,ViewTrade Securities,5,8.3,10.57,1.11,3.3,5.57,N/C,No Call
2017-11-20,Big Rock Partners Acquisition,BRPAU,EarlyBirdCapital,10,10.01,10.01,0,0.01,0.01,1,
2017-11-17,Bluegreen Vacations,BXG,Stifel/ Credit Suisse,14,12.55,13,-0.07,-1.45,-1,1,
2017-11-17,Legacy Acquisition,LGCU,Wells Fargo Securities/ Cantor Fitzgerald/ Stifel,10,10,10,0,0,0,1,
2017-11-17,SailPoint Technologies Holdings,SAIL,Morgan Stanley/ Citigroup/ Jefferies/ RBC Capital Markets,12,14.9,13,0.08,2.9,1,3,
2017-11-17,scPharmaceuticals,SCPH,Jefferies/ Leerink Partners/ BMO Capital Markets,14,14.25,14.1,0.01,0.25,0.1,1,
2017-11-17,Stitch Fix,SFIX,Goldman Sachs/ J.P. Morgan Securities,15,16.9,15.15,0.01,1.9,0.15,1,
2017-11-17,Sterling Bancorp,SBT,Sandler O'Neill & Partners,12,12.35,12.16,0.01,0.35,0.16,2,
2017-11-16,Arsanis,ASNS,Citigroup/ Cowen/ Piper Jaffray,10,13,14.03,0.4,3,4.03,1,
2017-11-16,Jianpu Technology,JT,Goldman Sachs (Asia)/ Morgan Stanley/ J.P. Morgan,8,8.25,8.4,0.05,0.25,0.4,1,
2017-11-15,SendGrid,SEND,Morgan Stanley/ J.P. Morgan,16,18.55,18,0.13,2.55,2,3,
2017-11-10,Bandwidth,BAND,Morgan Stanley/ KeyBanc Capital Markets/ Baird,20,21.06,21.19,0.06,1.06,1.19,2,
2017-11-10,PPDAI Group,PPDF,Credit Suisse/ Citigroup,13,13.3,13.08,0.01,0.3,0.08,1,
2017-11-09,Apellis Pharmaceuticals,APLS,Citigroup/ J.P. Morgan/ Evercore ISI,14,14.5,14.03,0,0.5,0.03,1,
2017-11-09,Sogou,SOGO,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ CICC,13,13,13.5,0.04,0,0.5,3,Missed
2017-11-08,CBTX,CBTX,"Stephens/Keefe, Bruyette",26,28,28.71,0.1,2,2.71,2,
