trade_date,issuer,symbol,lead_jointlead_managers,offer_price,opening_price,firstday_close,firstday_percent_pxchng,dollar_change_opening,dollar_change_close,star_ratings,performed
2004-05-27,Standard Parking,STAN,William Blair,11.5,12.02,12.58,0.09,0.52,1.08,1,
2004-05-26,ACADIA Pharmaceuticals,ACAD,Banc of America/Piper Jaffray,7,7.44,6.7,-0.04,0.44,-0.3,1,
2004-05-26,Angio Dynamics,ANGO,RBC Capital Markets,11,11.54,12.5,0.14,0.54,1.5,2,
2004-05-26,Republic Airways Holdings,RJET,Merrill Lynch/Raymond James,13,14.25,13.77,0.06,1.25,0.77,1,
2004-05-24,Genworth Financial,GNW,Morgan Stanley/Goldman Sachs,19.5,18.75,19.5,0,-0.75,0,1,
2004-05-19,Blue Nile,NILE,Merrill/Lynch/Bear Stearns,20.5,25,28.4,0.39,4.5,7.9,3,
2004-05-12,NuVasive,NUVA,Banc of America/Lehman Brothers,11,11.05,11.4,0.04,0.05,0.4,2,
2004-05-11,Shanda Interactive Entertainment,SNDA,Goldman Sachs,11,11.3,11.97,0.09,0.3,0.97,2,
2004-05-10,Atlas America,ATLS,Friedman Billings Ramsey/Key Banc Capital Markets,15.5,15.5,18.14,0.17,0,2.64,3,
2004-05-05,Origen Financial,ORGN,Lehman Brothers,8,8,8,0,0,0,1,
2004-05-05,Greenhill,GHL,Goldman Sachs,17.5,19.06,20.5,0.17,1.56,3,4,
2004-04-29,Intersections,INTX,Deutsche Bank/Lazard,17,21.01,24.7,0.45,4.01,7.7,3,
2004-04-29,Cytokinetics,CYTK,Goldman Sachs,13,15,16.1,0.24,2,3.1,2,
2004-04-28,Barrier Therapeutics,BTRX,Morgan Stanley,15,15,14.6,-0.03,0,-0.4,2,Missed
2004-04-22,Assured Guaranty,AGO,Banc of America/Goldman Sachs,18,18.22,18,0,0.22,0,2,Missed
2004-04-21,SiRF Technology Holdings,SIRF,Morgan Stanley/Credit Suisse First Boston,12,14.45,15.3,0.28,2.45,3.3,3,
2004-04-20,Gander Mountain,GMTN,Banc of America/William Blair,16,20,22.02,0.38,4,6.02,2,
2004-04-16,Immunicon,IMMC,UBS Investment Bank,8,8.53,9.5,0.19,0.53,1.5,2,
2004-04-13,Corcept Therapeutics,CORT,Thomas Weisel Partners/Piper Jaffray,12,12.25,12.23,0.02,0.25,0.23,1,
2004-04-06,Arbor Realty Trust,ABR,Wachovia Securities/UBS Investment Bank,20,20.05,20.5,0.03,0.05,0.5,1,
2004-04-05,Memory Pharmaceuticals,MEMY,UBS Investment Bank/SG Cowen,7,7.5,8.4,0.2,0.5,1.4,1,
2004-04-05,JED Oil,JDO,Gilford Securities,5.5,10,11.2,1.04,4.5,5.7,2,
2004-03-31,Santarus,SNTS,SG Cowen/UBS Investment Bank,9,9,10.1,0.12,0,1.1,1,
2004-03-30,Cutera,CUTR,Piper Jaffray,14,14,14,0,0,0,1,
2004-03-30,Marchex,MCHX,Sanders Morris Harris/National Securities,6.5,7.52,8.88,0.37,1.02,2.38,2,
2004-03-25,Hornbeck Offshore Services,HOS,Goldman Sachs/Jefferies,13,13.25,13.25,0.02,0.25,0.25,2,Missed
2004-03-25,Anadys Pharmaceuticals,ANDS,SG Cowen/Piper Jaffray,7,7,7.06,0.01,0,0.06,1,
2004-03-24,Ultra Clean Holdings,UCTT,Credit Suisse First Boston/JP Morgan,7,7.01,7.5,0.07,0.01,0.5,1,
2004-03-22,Signature Bank,SBNY,Friedman Billings Ramsey,15.5,18.5,19.47,0.26,3,3.97,3,
2004-03-18,Capital Lease Funding,LSE,Friedman Billings Ramsey/Wachovia Securities,10.5,12.95,13.41,0.28,2.45,2.91,2,
2004-03-17,Semiconductor Mfg Int'l,SMI,Credit Suisse First Boston/Deutsche Bank,17.5,17,15.52,-0.11,-0.5,-1.98,2,Missed
2004-03-17,Chardan China Acquisition,CAQCU.OB,EarlyBirdCapital,6,6.05,6.05,0.01,0.05,0.05,1,
2004-03-17,Sunset Financial Resources,SFO,WR Hambrecht/JP Morgan,13,12.75,12.75,-0.02,-0.25,-0.25,1,
2004-03-16,Tercica,TRCA,Lehman Brothers/SG Cowen,9,9,9,0,0,0,1,
2004-03-15,TNS,TNS,JP Morgan/Lehman Brothers,18,18.5,18,0,0.5,0,3,Missed
2004-03-15,Xcyte Therapies,XCYT,Piper Jaffray/RBC Capital Markets,8,8.5,7.31,-0.09,0.5,-0.69,1,
2004-03-10,TOM Online,TOMO,Citigroup/Morgan Stanley,15.55,15.75,15.58,0,0.2,0.03,4,Missed
2004-03-03,Linktone,LTON,Credit Suisse First Boston,14,19.01,17.42,0.24,5.01,3.42,3,
2004-02-23,Kinetic Concepts,KCI,Merrill Lynch/JP Morgan,30,33.5,40.4,0.35,3.5,10.4,3,
2004-02-19,Cherokee International,CHRK,Credit Suisse First Boston,14.5,16.75,16.5,0.14,2.25,2,1,
2004-02-18,Dynavax Technologies,DVAX,Bear Stearns/Deutsche Bank,7.5,8.3,9.4,0.25,0.8,1.9,1,
2004-02-13,CEA Acquisition,CEACU,EarlyBirdCapital/GunnAllen,6,6.6,6.06,0.01,0.6,0.06,1,
2004-02-11,Affordable Residential Communities,ARC,Citigroup/Merrill Lynch,19,19.1,19,0,0.1,0,2,Missed
2004-02-11,Bristol West Holdings,BRW,Credit Suisse First Boston/Bear Stearns,20,22.75,22.8,0.14,2.75,2.8,3,
2004-02-11,Atheros Communications,ATHR,Morgan Stanley/Lehman Brothers,14,18.75,17.6,0.26,4.75,3.6,3,
2004-02-11,Corgentech,CGTK,Credit Suisse First Boston/Lehman Brothers,16,18,21.4,0.34,2,5.4,2,
2004-02-06,AlphaSmart,ALSM,Jefferies,6,6.99,6.19,0.03,0.99,0.19,1,
2004-02-05,Bakers Footwear Group,BKRS,Ryan Beck/BB&T Capital,7.75,8.7,8.29,0.07,0.95,0.54,2,
2004-02-05,Staktex Holdings,STAK,Morgan Stanley/Merrill Lynch,13,14.48,14.88,0.14,1.48,1.88,3,
2004-02-05,Symbion,SMBI,Credit Suisse First Boston,15,18,18.63,0.24,3,3.63,3,
2004-02-04,Asset Acceptance Capital,AACC,Bear Stearns,15,16.66,16.68,0.11,1.66,1.68,3,
2004-02-04,Assurant,AIZ,Morgan Stanley,22,23.75,24.7,0.12,1.75,2.7,3,
2004-02-04,Renovis,RNVS,Goldman Sachs,12,12.5,14.5,0.21,0.5,2.5,2,
2004-02-04,TODCO,THE,Morgan Stanley,12,13.55,13.7,0.14,1.55,1.7,2,
2004-02-02,TRW Automotive,TRW,Goldman Sachs/CS First Boston/JP Morgan,28,27.35,27.1,-0.03,-0.65,-0.9,3,Missed
2004-02-02,GTx,GTXI,Goldman Sachs,14.5,15.27,12.9,-0.11,0.77,-1.6,2,
2004-02-02,The Bancorp Bank,TBBK,Friedman Billings Ramsey,12.5,15.15,16,0.28,2.65,3.5,2,
2004-01-29,Eyetech Pharmaceuticals,EYET,Merrill Lynch/Morgan Stanley,21,29.5,32.4,0.54,8.5,11.4,3,
2004-01-22,Portec Rail Products,PRPX,Ferris Baker Watts,10,10.3,9.96,0,0.3,-0.04,1,
2004-01-12,Crosstex Energy,XTXI,AG Edwrads,19.5,23.25,25.4,0.3,3.75,5.9,2,
2004-01-08,K-Sea Transportation Partners,KSP,Lehman Brothers/UBS Investment Bank,23.5,26.5,27.09,0.15,3,3.59,2,
2003-12-19,Kintera,KNTA,SG Cowen,7,7.96,10.3,0.47,0.96,3.3,2,
2003-12-18,Luminent Mortgage Capital,LUM,Friedman Billings Ramsey,13,13.55,13.55,0.04,0.55,0.55,2,
2003-12-17,Knology,KNOL,UBS Investment Bank,9,9.1,9.38,0.04,0.1,0.38,1,
2003-12-17,Tempur-Pedic International,TPX,Lehman Brothers/Goldman Sachs,14,14,15.5,0.11,0,1.5,2,
2003-12-17,Franklin Bank,FBTX,Friedman Billings Ramsey,14.5,16.74,17.8,0.23,2.24,3.3,3,
2003-12-16,Falcon Financial Investment,FLCN,Friedman Billings Ramsey,9,8.95,9.05,0.01,-0.05,0.05,1,
2003-12-16,Provide-Commerce,PRVD,SG Cowen,15,15.5,13,-0.13,0.5,-2,2,
2003-12-16,Orbitz,ORBZ,Goldman Sachs/CS First Boston,26,30,24.98,-0.04,4,-1.02,3,
2003-12-16,Universal Technical Institute,UTI,Credit Suisse First Boston,20.5,24.5,26.35,0.29,4,5.85,2,
2003-12-15,Highland Hospitality,HIH,Friedman Billings Ramsey,10,10.5,10.65,0.07,0.5,0.65,1,Missed
2003-12-15,United National Group,UNGL,Merrill Lynch,17,17,17.5,0.03,0,0.5,2,
2003-12-11,Natural Golf,NAX,Gilford Securities,5,5.05,5,0,0.05,0,1,
2003-12-11,Compass Mineral International,CMP,Goldman Sachs/CS First Boston,13,13,13.75,0.06,0,0.75,2,
2003-12-11,Central Freight Lines,CENF,Bear Stearns,15,16.2,17.35,0.16,1.2,2.35,2,
2003-12-11,China Life Insurance,LFC,China Inter'l/Citigroup/CS First Boston/Deutsche Bank,18.68,23.25,23.72,0.27,4.57,5.04,2,
2003-12-11,International Steel Group,ISG,Goldman Sachs/UBS Investment Bank,28,33.5,35.2,0.26,5.5,7.2,2,
2003-12-10,NPTest Holdings,NPTT,Citigroup/CS First Boston,12,11.6,11.49,-0.04,-0.4,-0.51,2,Missed
2003-12-10,Nelnet,NNI,JP Morgan/Banc of America,21,22.05,21.8,0.04,1.05,0.8,3,
2003-12-08,Ctrip.com International,CTRP,Merrill Lynch,18,24.01,33.94,0.89,6.01,15.94,3,
2003-12-04,Volume Service America Holdings,CVP,CIBC Worldwide/UBS Investment Bank,15,15.1,15.26,0.02,0.1,0.26,1,
2003-12-03,Aspen Insurance Holdings,AHL,Credit Suisse First Boston/Goldman Sachs,22.5,25,24.05,0.07,2.5,1.55,3,
2003-12-03,American Equity Investment Life Holding,AEL,Merrill Lynch/Advest,9,9,9.05,0.01,0,0.05,3,
2003-11-24,Nexstar Broadcasting Group,NXST,Banc of America/Bear Stearns,14,13.98,13.25,-0.05,-0.02,-0.75,2,Missed
2003-11-24,SYNNEX,SNX,Bear Stearns,14.5,14.15,14.2,-0.02,-0.35,-0.3,3,Missed
2003-11-24,Pinnacle Airlines,PNCL,Morgan Stanley,14,14.01,14.05,0,0.01,0.05,3,
2003-11-24,Conn's,CONN,Stephens/SunTrust Robinson Humphrey,14,15.13,15.04,0.07,1.13,1.04,2,
2003-11-20,Buffalo Wild Wings,BWLD,RBC Capital Markets/SG Cowen,17,21.8,22.95,0.35,4.8,5.95,3,
2003-11-19,Whiting Petroleum Holdings,WLL,Merrill Lynch/AG Edwards,15.5,16.4,16.27,0.05,0.9,0.77,3,Missed
2003-11-19,Callidus Software,CALD,Citigroup,14,17.2,17.37,0.24,3.2,3.37,2,
2003-11-13,LECG,XPRT,UBS Investment Bank,17,22.01,21.03,0.24,5.01,4.03,2,
2003-11-12,Tessera Technologies,TSRA,Lehman Brothers/Merrill Lynch,13,15.09,18.5,0.42,2.09,5.5,2,
2003-11-11,Marlin Business Services,MRLN,US Bancorp Piper Jaffray/Wm Blair,14,15.59,16.15,0.15,1.59,2.15,3,
2003-11-06,Quality Distribution,QLTY,Credit Suisse First Boston/Bear Stearns,17,20.36,18.75,0.1,3.36,1.75,3,
2003-11-05,NitroMed,NTMD,Deutsche Bank/JP Morgan,11,11.44,9.29,-0.16,0.44,-1.71,2,Missed
2003-11-05,Pharmion,PHRM,Morgan Stanley/JP Morgan,14,14.6,14,0,0.6,0,2,
2003-11-05,Coast Financial Holdings,CFHI,Sterne Agee & Leach,12,12.51,13.45,0.12,0.51,1.45,3,
2003-10-30,First Marblehead,FMD,Goldman Sachs/JP Morgan,16,18.5,22.15,0.38,2.5,6.15,3,
2003-10-30,Overnite,OVNT,Credit Suisse First Boston/Morgan Stanley,19,21.55,22.16,0.17,2.55,3.16,3,
2003-10-29,CancerVex,CNVX,Lehman Brothers,12,12.01,12,0,0.01,0,2,Missed
2003-10-29,Genitope,GTOP,WR Hambrecht+Co.,9,9,10,0.11,0,1,1,
2003-10-29,Centennial Specialty Foods,CHLE,JP Turner,5,4.5,4.4,-0.12,-0.5,-0.6,1,
2003-10-29,Myogen,MYOG,CS First Boston/JP Morgan,14,14.3,14.9,0.06,0.3,0.9,2,
2003-10-23,First Potomac Realty Trust,FPO,Ferris Baker Watts/McDonald Investments,15,15.8,16.03,0.07,0.8,1.03,1,
2003-10-23,Carter's,CRI,Goldman Sachs,19,24.05,24.65,0.3,5.05,5.65,2,
2003-10-16,Advancis Pharmaceutical,AVNC,Lehman Brothers,10,10.01,10,0,0.01,0,1,
2003-10-09,DigitalNet Holdings,DNET,Citigroup/UBS Investment Bank,17,19.66,20.96,0.23,2.66,3.96,2,
2003-10-07,Acusphere,ACUS,SG Cowen,14,16.02,14.03,0,2.02,0.03,2,
2003-10-02,LKQ,LKQX,Robert W. Baird/Jefferies,13,14.25,15.01,0.15,1.25,2.01,2,
2003-09-24,Anchor Glass Container,AGCC,Credit Suisse First Boston/Merrill Lynch,16,15.9,16.8,0.05,-0.1,0.8,3,Missed
2003-09-24,RedEnvelope,REDE,WR Hambrecht+Co.,14,14.85,14.55,0.04,0.85,0.55,1,
2003-09-23,Journal Co.,JRN,Morgan Stanley/Robert W. Baird,15,16.1,16.25,0.08,1.1,1.25,3,
2003-09-23,AMIS Holdings,AMIS,CS First Boston/Goldman Sachs,20,21.06,20.1,0.01,1.06,0.1,3,
2003-09-18,SigmaTel,SGTL,Merrill Lynch/JP Morgan,15,19,19.8,0.32,4,4.8,3,
2003-09-17,National Financial Partners,NFP,Goldman Sachs/Merrill Lynch,23,26.25,26.25,0.14,3.25,3.25,3,
2003-08-26,Ashford Hospitality Trust,AHT,Friedman Billings,9,9,9,0,0,0,1,
2003-08-18,Providence Service,PRSC,SunTrust Robinson Humphrey/Jefferies,12,13.25,14,0.17,1.25,2,3,
2003-08-12,Texas Capital Bancshares,TCBI,Lehman Brothers,11,11.89,11.99,0.09,0.89,0.99,2,
2003-08-12,Gladstone Commercial,GOOD,"Ferris, Baker, Watts/Jefferies",15,15.4,15.03,0,0.4,0.03,1,
2003-08-11,Direct General,DRCT,"Keefe, Bruyette & Woods",21,23.75,25,0.19,2.75,4,3,
2003-08-06,CapitalSource,CSE,CS First Boston/Citigroup/Wachovia,14.5,16.95,18.2,0.26,2.45,3.7,3,
2003-08-01,Citadel Broadcasting,CDL,Goldman Sachs/CS First Boston,19,20.75,20.65,0.09,1.75,1.65,3,
2003-07-30,NETGEAR,NTGR,Lehman Brothers,14,19.15,17.69,0.26,5.15,3.69,3,
2003-07-23,Integrated Alarm Services Group,IASG,Friedman Billings,9.25,9.41,9.43,0.02,0.16,0.18,2,Missed
2003-07-23,iPass,IPAS,Morgan Stanley/CS First Boston,14,14,18.67,0.33,0,4.67,3,
2003-07-16,InterVideo,IVII,SG Cowen/SoundView Technology,14,19,18.69,0.34,5,4.69,1,Missed
2003-07-09,Digital Theater Systems,DTSI,SG Cowen,17,21,24.92,0.47,4,7.92,2,
2003-07-01,Molina Healthcare,MOH,Banc of America/CIBC World Markets,17.5,21,20,0.14,3.5,2.5,3,
2003-07-01,AXIS Capital Holdings Limited,AXS,Morgan Stanley/Citigroup Capital Markets,22,25.5,25.55,0.16,3.5,3.55,3,
2003-06-24,American Financial Realty Trust,AFR,Banc of America/Friedman Billings,12.5,14.25,14.25,0.14,1.75,1.75,2,
2003-06-11,FormFactor,FORM,Morgan Stanley,14,19,17.58,0.26,5,3.58,3,
2003-05-15,Redline Performance Products,RED,GunnAllen Financial,4.5,4.5,4.5,0,0,0,1,
2003-05-12,iPayment,IPMT,Bear Stearns/Wachovia,16,19.3,21.02,0.31,3.3,5.02,2,
2003-03-04,Telkom SA,TKG,Deutsche Bank/Merrill Lynch,13.98,14.1,13.9,-0.01,0.12,-0.08,1,
2003-02-28,Endurance Specialty Holdings,ENH,Goldman Sachs/Merrill Lynch,23,23.01,23,0,0.01,0,1,
2003-02-14,Accredited Home Lenders,LEND,"Friedman, Billings",8,8,7.25,-0.09,0,-0.75,1,
2003-02-12,Infinity Property & Casualty,IPCC,CS First Boston/Merrill Lynch,16,16,15.9,-0.01,0,-0.1,1,
2003-02-11,Bancshares of Florida,BOFL,Advest,10,10.5,10.19,0.02,0.5,0.19,1,
2002-12-19,Ohio Legacy,OLCB,Friedman Billings Ramsey,8.5,8.55,8.5,0,0.05,0,1,
2002-12-18,Commercial Capital Bancorp,CCBI,Sandler O'Neill/Friedman Billings,8,8.25,8,0,0.25,0,1,
2002-12-12,Crosstex Energy LP,XTEX,A.G. Edwrads & Sons,20,20.1,20.1,0.01,0.1,0.1,1,
2002-12-11,Seagate Technology Holdings,STX,Morgan Stanley/Salomon Smith Barney,12,11.5,11.5,-0.04,-0.5,-0.5,1,
2002-12-06,Chicago Mercantile Exchange,CME,Morgan Stanley/UBS Warburg,35,39,42.9,0.23,4,7.9,3,
2002-11-22,Cosi,COSI,William Blair,7,7.5,7.6,0.09,0.5,0.6,1,
2002-11-22,Safety Insurance Group,SAFT,CSFirst Boston/Jefferies,12,12.05,12.9,0.08,0.05,0.9,1,
2002-11-20,IMPAC Medical Systems,IMPC,Thomas Weisel Partners,15,16.05,17.72,0.18,1.05,2.72,2,
2002-11-14,China Telecom,CHA,Morgan Stanley/Merrill Lynch/ China Int'l,18.98,18.75,17.96,-0.05,-0.23,-1.02,1,
2002-11-12,SI International,SINT,Wachovia/Legg Mason,14,14.01,14,0,0.01,0,2,Missed
2002-11-08,Portfolio Recovery Associates,PRAA,William Blair/US Bancorp Piper Jaffray,13,14.75,15.45,0.19,1.75,2.45,3,
2002-11-08,WellChoice,WC,Credit Suisse First Boston,25,28.5,27.2,0.09,3.5,2.2,3,
2002-11-06,Harrington West Financial Group,HWFG,RBC Capital Markets,12,11.9,12.2,0.02,-0.1,0.2,2,Missed
2002-11-01,Martin Midstream Partners LP,MMLP,Raymond James,19,19,17.7,-0.07,0,-1.3,1,
2002-10-29,Platinum Underwriters Holdings,PTP,GoldmanSachs/Merrill Lynch/SSB,22.5,25,24.99,0.11,2.5,2.49,2,
2002-10-29,Platinum Underwriters Holdings,PTP Pr M,GoldmanSachs/Merrill Lynch/SSB,25,27.13,27.46,0.1,2.13,2.46,1,Missed
2002-10-25,Wynn Resorts,WYNN,Deutsche Bank Securities/Bear Stearns/Banc of America,13,13.01,13.01,0,0.01,0.01,1,
2002-10-22,U.S.I. Holdings,USIH,Merrill Lynch/JP Morgan,10,10.01,10,0,0.01,0,1,
2002-10-16,Dick's Sporting Goods,DKS,Merrill Lynch/Goldman Sachs,12,12.25,13.15,0.1,0.25,1.15,2,
2002-10-16,Taylor Capital Group,TAYC,"Keefe, Bruyette/Stifel Nicolaus",16.5,17.75,16.95,0.03,1.25,0.45,2,
2002-10-11,Natural Resource Partners,NRP,Salomon Smith Barney/Lehman Brothers,20,20,19.4,-0.03,0,-0.6,2,Missed
2002-10-11,Enbridge Energy Management LLC,EEQ,Goldman Sachs,39,38.25,36.99,-0.05,-0.75,-2.01,1,
2002-10-10,Montpelier Re Holdings,MRH,Morgan Stanley/BofA/CS First Boston,20,22,23.5,0.18,2,3.5,1,Missed
2002-10-10,Newcastle Investment,NCT,Bear Stearns/Lehman Brothers,13,13,12.5,-0.04,0,-0.5,1,
2002-08-16,Windrose Medical Properties Trust,WRS,"Ferris, Baker Watts/Morgan Keegan",12,12,12,0,0,0,1,
2002-07-25,LeapFrog Enterprises,LF,Merrill Lynch/Salomon Smith Barney,13,15.5,15.85,0.22,2.5,2.85,2,
2002-07-23,Pacific Energy Partners,PPX,Salomon Smith Barney,19.5,19.5,19,-0.03,0,-0.5,1,
2002-07-19,Red Robin Gourmet Burgers,RRGB,Banc of America/US Bancorp Piper Jaffray,12,12.26,12.22,0.02,0.26,0.22,1,
2002-07-12,HealtheTech,HETC,UBS Warburg/CS First Boston,7.5,7.74,7.6,0.01,0.24,0.1,1,
2002-07-11,Kirkland's,KIRK,Merrill Lynch,15,15.1,14.85,-0.01,0.1,-0.15,1,
2002-07-01,CIT Group,CIT,Goldman Sachs/Lehman Brothers,23,23,22,-0.04,0,-1,1,
2002-06-28,MTC Technologies,MTCT,Legg Mason Wood Walker,17,20.01,18.8,0.11,3.01,1.8,3,
2002-06-28,Inveresk Research Group,IRGI,Bear Stearns/UBS Warburg,13,13.01,13.01,0,0.01,0.01,1,
2002-06-27,Hewitt Associates,HEW,Goldman Sachs,19,22,23.5,0.24,3,4.5,3,
2002-06-25,Big 5 Sporting Goods,BGFV,Credit Suisse First Boston,13,13.01,13.17,0.01,0.01,0.17,1,
2002-06-20,CTI Molecular Imaging,CTMI,Credit Suisse First Boston,17,17.35,19.5,0.15,0.35,2.5,2,
2002-06-18,Printcafe Software,PCAF,UBS Warburg,10,10.01,8,-0.2,0.01,-2,1,
2002-06-12,Pacer International,PACR,CS First Boston/Bear Stearns,15,15,15.95,0.06,0,0.95,3,Missed
2002-06-05,Veridian,VNX,Credit Suisse First Boston,16,18,18.15,0.13,2,2.15,3,
2002-06-04,Plumtree Software,PLUM,Goldman Sachs,8.5,9.61,8.5,0,1.11,0,2,
2002-05-30,Overstock.com,OSTK,WR Hambrecht+Co,13,13.5,13.03,0,0.5,0.03,1,
2002-05-24,SRA International,SRX,Salomon Smith Barney,18,22.25,22.7,0.26,4.25,4.7,3,
2002-05-23,Altiris,ATRS,CS First Boston,10,9,8.87,-0.11,-1,-1.13,2,Missed
2002-05-23,Eon Labs,ELAB,CS First Boston/Goldman Sachs,15,15.01,15.05,0,0.01,0.05,3,Missed
2002-05-23,Netflix,NFLX,Merrill Lynch,15,16.19,16.75,0.12,1.19,1.75,3,
2002-05-22,Liquidmetals Technologies,LQMT,Merrill Lynch,15,15.01,15.03,0,0.01,0.03,2,Missed
2002-05-21,MarkWest Energy Partners,MWE,AG Edwards/RBC Capital,20.5,21.5,20.55,0,1,0.05,2,
2002-05-21,Computer Programs and Systems,CPSI,Morgan Keegan/Raymond James,16.5,17.5,18.12,0.1,1,1.62,2,
2002-05-17,Kyphon,KYPH,US Bancorp Piper Jaffray,15,18.31,17.05,0.14,3.31,2.05,2,
2002-05-16,Verint Systems,VRNT,Lehman Brothers,16,16.1,14.49,-0.09,0.1,-1.51,2,Missed
2002-05-16,Dickie Walker Marine,DWMA,Schneider Securities,5,5.26,5.32,0.06,0.26,0.32,1,
2002-05-16,Aeropostale,ARO,Bear Stearns/Merrill Lynch,18,24.9,27.75,0.54,6.9,9.75,3,
2002-05-09,Regal Entertainment Group,RGC,CS First Boston/Lehman Brothers,19,22,21.75,0.14,3,2.75,2,
2002-05-07,Quinton Cardiology Systems,QUIN,Adams Harkness,7,7.5,7.19,0.03,0.5,0.19,1,
2002-05-03,LIN TV,TVL,Deutsche Bank Securities,22,23,25,0.14,1,3,3,
2002-04-29,Premcor,PCO,Morgan Stanley/Credit Suisse First Boston,24,27.75,28.25,0.18,3.75,4.25,3,
2002-04-25,DOV Pharmaceutical,DOVP,CIBC World Markets/Lehman Brothers,13,11.25,8.7,-0.33,-1.75,-4.3,1,
2002-04-24,Heritage Property Invest. Trust,HTG,Merrill Lynch,25,25.1,25.05,0,0.1,0.05,2,Missed
2002-04-18,ExpressJet Holdings,XJT,Salomon Smith Barney/Morgan Stanley,16,17.1,16,0,1.1,0,3,
2002-04-18,Medical Staffing Network Holdings,MRN,Lehman Brothers,19,23,21.5,0.13,4,2.5,3,
2002-04-12,JetBlue Airways,JBLU,Morgan Stanley/Merrill Lynch,27,37.52,45,0.67,10.52,18,3,
2002-04-09,Empire Financial Holding,EFH,Keefe Bruyette,6,6,5.35,-0.11,0,-0.65,1,
2002-03-27,MedSource Technologies,MEDT,Morgan Stanley,12,12.51,13,0.08,0.51,1,1,
2002-03-22,Travelers Property Casualty,TAP.A,Salomon Smith Barney,18.5,19.55,19.56,0.06,1.05,1.06,3,
2002-03-21,Alcon,ACL,CS First Boston/Merrill Lynch,33,33.9,34,0.03,0.9,1,3,
2002-03-14,Asbury Automotive Group,ABG,Goldman Sachs/Merrill Lynch,16.5,16.9,16.8,0.02,0.4,0.3,3,Missed
2002-03-12,WCI Communities,WCI,UBS Warburg,19,22.6,22.67,0.19,3.6,3.67,3,
2002-03-12,Anteon International,ANT,Goldman Sachs,18,21,20.05,0.11,3,2.05,3,
2002-03-05,Tsakos Energy Navigation,TNP,JP Morgan,15,15.9,15.1,0.01,0.9,0.1,1,
2002-02-27,Integrated Defense,IDE,Credit Suisse First Boston,22,26.75,25,0.14,4.75,3,3,
2002-02-22,PETCO Animal Supplies,PETC,Merrill Lynch/Morgan Stanley,19,19.36,20,0.05,0.36,1,2,
2002-02-15,PayPal,PYPL,Salomon Smith Barney,13,15.41,20.09,0.55,2.41,7.09,3,
2002-02-13,GameStop,GME,Salomon Smith Barney,18,19.5,20.1,0.12,1.5,2.1,3,
2002-02-08,Wimm Bill Dann Foods,WBD,ING Barings,19.5,22,22.6,0.16,2.5,3.1,2,
2002-02-07,ManTech International,MANT,Jefferies,16,17.1,18.21,0.14,1.1,2.21,3,
2002-02-05,Sunoco Logistics Partners,SXL,Lehman Brothers,20.25,21.25,22.1,0.09,1,1.85,3,
2002-02-01,ZymoGenetics,ZGEN,Lehman Brothers/Merrill Lynch,12,12.01,12.05,0,0.01,0.05,1,
2002-01-28,Synaptics,SYNA,Bear Stearns,11,13.11,13.11,0.19,2.11,2.11,2,
2001-12-14,Northwest Biotherapeutics,NWBT,"C.E. Unterberg, Towbin",5,5.1,5.31,0.06,0.1,0.31,1,
2001-12-14,United Defense Industries,UDI,Lehman Brothers/Goldman Sachs,19,20.1,19.27,0.01,1.1,0.27,3,
2001-12-14,Bruker AXS,BAXS,UBS Warburg/Thomas Weisel Partners,6,6.5,6.5,0.08,0.5,0.5,1,
2001-12-14,American Pharmaceutical Partners,APPX,CIBC World Markets,16,18.15,19.75,0.23,2.15,3.75,2,
2001-12-13,Centene,CNTE,SG Cowen Securities,14,14.27,17.2,0.23,0.27,3.2,3,
2001-12-13,Prudential Financial,PRU,"Goldman, Sachs/Prudential Securities",27.5,29.1,29.3,0.07,1.6,1.8,3,
2001-12-13,Nassda,NSDA,Robertson Stephens/SG Cowen,11,15.25,15.45,0.4,4.25,4.45,3,
2001-12-12,NetScreen Thecnologies,NSCN,Goldman Sachs,16,23.76,23.72,0.48,7.76,7.72,3,
2001-12-11,ARAMARK Worldwide,RMK,Goldman Sachs/JP Morgan,23,26,25.4,0.1,3,2.4,3,
2001-12-11,Converium Holdings,CHR,UBS Warburg,24.59,24.68,24.59,0,0.09,0,1,
2001-12-07,Lawson Software,LWSN,Lehman Brothers,14,15.53,15.82,0.13,1.53,1.82,2,
2001-12-05,Aluminum Corp of China (Chalco),ACH,Morgan Stanley/ China Int'l/Merrill Lynch,17.69,18.4,18.27,0.03,0.71,0.58,1,
2001-11-29,MCG Capital,MCGC,"Friedman, Billingd Ramsey",17,15.5,16.77,-0.01,-1.5,-0.23,1,
2001-11-21,MedicalCV,MDCVU,Equity Securities,4.5,4.5,4,-0.11,0,-0.5,1,
2001-11-21,VCA Antech,WOOF,CS First Boston/Goldman Sachs,10,9.1,9.34,-0.07,-0.9,-0.66,1,
2001-11-20,Magma Design Automation,LAVA,Credit Suisse First Boston,13,18.25,18.99,0.46,5.25,5.99,3,
2001-11-16,Diversity Security Group,DVS,GunnAllen Financial,7,7.25,8.14,0.16,0.25,1.14,1,Missed
2001-11-16,microHelix,MHLXU,Paulson Investment,6,5.8,5.85,-0.03,-0.2,-0.15,1,
2001-11-15,dj Orthopedics,DJO,Goldman Sachs/JP Morgan,17,17,15.25,-0.1,0,-1.75,3,Missed
