symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,netInterestIncome,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
IRTC,9/30/2016,USD,11498000,16780000,5282000,5282000,-2666000,12529000,1635000,14164000,0,0,0,807000,0,-602000,0,210000,0,0,0,-4075000,-1687000,-2666000,-2456000,-4075000
ISS,12/31/2010,USD,0,62915000,37520000,37520000,4792000,18630000,1335000,0,0,0,0,2161000,0,0,0,0,0,0,0,0,0,0,0,0
ITEK,3/31/2015,USD,0,0,0,0,0,3049000,1069000,0,0,0,0,474000,0,0,0,0,0,0,0,0,0,0,0,0
ITOS,6/30/2020,USD,0,0,0,0,-7264000,2394000,6137000,-1081000,0,0,0,0,0,0,0,0,-7252000,-50000,0,-7202000,0,-7135000,0,-7202000
ITRM,6/30/2018,USD,185000,185000,15578000,15578000,-15426000,1886000,13725000,15611000,0,0,0,76000,0,-177000,0,0,-15679000,68000,0,-15747000,0,-15603000,0,-15747000
IVTY,6/30/2015,USD,2811000,4747000,1936000,1936000,-8866000,9820000,1857000,11677000,0,0,0,504000,0,24000,0,0,-9346000,0,0,-9346000,0,-8866000,0,-9346000
JAMF,6/30/2020,USD,48584000,62231000,13647000,13647000,4216000,26805000,11929000,44368000,0,-4690000,0,4690000,0,36000,0,0,-451000,-28000,0,-423000,0,4216000,0,-423000
JFIN,3/31/2019,CNY,612897000,731331000,118434000,118434000,294657000,220724000,53722000,318240000,0,-482000,-482000,-0.02,0,0,0,0,297694000,43479000,0,254215000,0,297212000,0,254215000
JFKKU,4/30/2019,USD,0,0,0,0,-58380,58376,0,58376,0,485,490,0,0,0,0,0,-57890,0,0,-57891,0,-58376,0,-57890
JG,6/30/2018,USD,47000000,165100000,118100000,118100000,-3246850.63,37100000,4740701.86,68700000,0,0,0,-285092.98,0,0,0,0,-1774745.05,0,0,-1774745.05,0,-3900000,0,-1774745.05
JMEI,6/30/2014,USD,0,154359000,82843000,82843000,21071000,50445000,0,0,0,0,0,0,0,0,0,0,24765000,5587000,0,0,0,0,0,19178000
JMIA,3/31/2019,EUR,15666000,31842000,16176000,16176000,-45498000,40090000,16536545.87,61164000,0,-200000,-225000,800000,0,0,0,0,-45722000,100000,0,-45800000,0,-45160000,0,-45735000
JPEP,9/30/2014,USD,0,428591000,409710000,409710000,0,11315000,0,0,0,0,0,2406000,0,0,0,0,0,0,0,0,0,0,0,0
JT,12/31/2017,USD,523400000,584600000,61300000,61300000,-155441500,567000000,11682000,641200000,0,0,0,0,0,0,0,0,-155475000,2883000,0,-178380500,0,-155441500,0,-178380500
KAACU,3/31/2017,GBP,0,0,0,0,-553473,531973,0,553473,0,0,0,0,0,0,0,0,-281461,85175,0,-366635,0,-553473,0,-366635
KANG,3/31/2014,USD,0,29542000,20170000,20170000,0,13179000,308000,0,0,0,0,293000,0,0,0,0,0,0,0,0,0,0,0,0
KC,3/31/2020,CNY,70771000,1390963000,1320192000,1320192000,-288824000,163945000,195650000,359595000,0,8211000,10095000,1884000,0,0,0,0,-325818000,5829000,0,-331647000,0,-357247000,0,-331341000
KDMN,6/30/2016,USD,5538000,6420000,882000,882000,-21875000,18869000,8544000,27413000,0,0,0,9084000,0,-18000,0,584000,-36712000,-315000,0,-36712000,0,-21875000,-21291000,-36712000
KH,6/30/2010,USD,0,8607000,2849000,2849000,3591000,2167000,175000,0,0,0,0,0,0,0,0,0,3662000,0,0,0,0,0,0,4108000
KIDS,9/30/2017,USD,9491000,12375000,2884000,2884000,-756000,9120000,1127000,10247000,0,-762000,0,761000,0,-20000,0,0,-1537000,0,0,-1537000,-1416000,-756000,0,-1537000
KING,3/31/2014,USD,0,606709000,195996000,195996000,165542000,242406000,46757000,0,0,0,0,268000,0,0,0,0,161211000,34012000,0,0,0,0,0,127199000
KITE,6/30/2014,USD,0,0,11092000,11092000,0,0,7424000,0,0,0,0,153000,0,0,0,0,0,0,0,0,0,0,0,0
KNSA,6/30/2018,USD,0,0,0,0,-21527000,4327000,17200000,-21527000,0,0,0,0,0,1066000,0,0,-20461000,-202000,0,-20259000,0,-20461000,0,-20259000
KNSL,6/30/2016,USD,16220000,33676000,17456000,17456000,9253000,486000,0,6967000,0,0,0,0,0,0,0,0,9253000,3196000,0,6057000,8947000,9253000,0,6057000
KRKR,9/30/2019,CNY,55086000,130923000,75837000,75837000,-22781000,69172000,8695000,66413000,0,0,880000,0,0,0,0,0,-9985000,2383000,0,-12368000,0,-9367000,0,-11153000
KROS,3/31/2020,USD,0,0,0,0,-10504000,1977000,8527000,10504000,0,-2000,-1492000,2000,0,0,0,0,-12064000,-172000,0,-11892000,0,-11999000,0,-11892000
KRTX,6/30/2019,USD,0,0,0,0,-15070000,8286000,6784000,15070000,0,-70000,452000,522000,0,0,0,0,-15140000,0,0,-15140000,0,-14606000,0,-15140000
KTWO,3/31/2014,USD,27837000,42251000,14414000,14414000,-13698000,41535000,3197000,41535000,0,0,0,1247000,0,222000,0,0,-14723000,24000,0,-14747000,0,-13476000,0,-14747000
KYAK,6/30/2012,USD,0,76938000,4807000,4807000,15751000,54330000,0,0,0,0,0,0,0,0,0,0,15185000,7897000,0,0,0,0,0,7288000
KYTH,9/30/2012,USD,0,17763000,16172000,16172000,-5135000,0,13923000,0,0,0,0,78000,0,0,0,0,-4506000,0,0,0,0,0,0,-4506000
LAIX,9/30/2018,USD,132386000,180454000,48068000,48068000,-19505015.36,225870000,5895267.07,266364000,0,0,0,0,0,0,0,0,-19912504.19,824295.01,0,-20736799.2,0,-139294000,0,-20736799.2
LASR,3/31/2018,USD,14729000,42467000,27738000,27738000,14729000,6238000,4283000,10521000,0,0,0,219000,0,76000,1400000,0,4065000,1149000,0,2916000,14729000,14729000,0,14729000
LAUR,12/31/2016,USD,1120033000,1175893000,919304000,917518000,170980000,713675000,0,3837834000,5365000,0,0,107553000,0,1874000,0,0,71063000,29755000,0,366186000,-26522000,170980000,0,41308000
LBRT,12/31/2017,USD,346865000,448883000,339315000,339315000,63028000,21236000,0,1301202000,0,0,0,5347000,0,0,0,0,57681000,38149000,0,136637000,0,63028000,0,57681000
LDIS,6/30/2004,USD,0,41325000,25969000,25969000,10130000,5134000,3083000,0,0,0,0,0,0,0,0,0,10194000,3982000,0,0,0,0,0,6212000
LDRH,9/30/2013,USD,23102000,27195000,4093000,4093000,-906000,21535000,2473000,24008000,0,0,0,1516000,0,-4736000,0,0,-7681000,303000,0,-7984000,0,-5642000,0,-7984000
LEGH,12/31/2018,USD,10730000,34638000,23908000,23908000,4111000,6249000,0,30527000,0,0,0,480000,0,40000,0,0,3672000,894000,0,2778000,0,4111000,0,2778000
LEGN,6/30/2020,USD,0,11600000,0,0,-56032000,14065000,53567000,67632000,0,-88000,0,88000,0,0,0,0,-134876000,0,0,-134876000,0,-134788000,0,-134876000
LEVI,2/24/2019,USD,782808000,1416914000,651650000,651650000,200912000,581896000,0,581896000,0,-17544000,4011000,17544000,1434458000,-1646000,0,0,181848000,35271000,17544000,146451000,146577000,200912000,0,146577000
LINX,6/30/2019,BRL,129234000,192651000,63417000,63417000,24411000,91130000,20113000,168240000,0,-1687000,6439000,5009000,0,0,0,0,15687000,3219000,0,12468000,0,52286000,0,12468000
LIVKU,12/31/2019,USD,0,0,0,0,-103585,103585,0,103585,0,49785,49785,0,0,0,0,0,-67402,0,0,-67402,0,-103585,0,-67402
LIZI,12/31/2019,CNY,64443000,365278000,300835000,300835000,-28651000,43861000,52303000,96164000,0,37000,43000,0,0,0,0,0,-28950000,0,0,-28950000,0,-24886000,0,-28950000
LI,6/30/2020,CNY,259703000,1947238000,1687535000,1687535000,-176280000,234543000,201440000,2123518000,0,10242000,31538000,21296000,0,0,0,0,-75162000,0,0,-75162000,0,-137902000,0,-75162000
LMND,6/30/2020,USD,0,29900000,0,0,0,26100000,4200000,50600000,0,0,100000,0,0,0,0,0,-20700000,300000,0,-21000000,-20800000,0,0,-21000000
LMNS,3/31/2014,USD,0,65804000,29629000,29629000,2466000,32121000,6268000,0,0,0,0,59000,0,0,0,0,0,664000,0,0,0,0,0,0
LMPX,12/31/2019,USD,247874,3032480,2784606,2784606,-648305,758051,0,-8344414,0,-23233,-23230,25206,0,0,0,0,-572195,0,0,-572195,0,-273426,0,-572195
LN,6/30/2016,USD,11522000000,359759000,279087000,279087000,41803000,25743000,0,30016000000,0,0,0,-17000000,0,0,0,0,67141000,35547000,0,0,0,3837000000,0,25991000
LOCK,9/30/2012,USD,52355000,72117000,18644000,18644000,6223000,36223000,7943000,46132000,0,0,0,854000,0,2562000,0,0,7931000,63000,0,7868000,0,8785000,0,7868000
LOMA,9/30/2017,USD,1038300947,211963000,145398000,145398000,43161000,15619000,0,3098819955,0,0,0,5064000,0,0,0,0,22705000,7330000,0,476116695,0,667921115,0,14430000
LOVE,8/5/2018,USD,17838570,33249012,15410442,15410442,-6819561,23899447,0,24658131,0,-435,0,435,0,0,0,758684,-6819996,149604,0,-6969600,0,-6819561,-6060877,-6969600
LPDX,12/31/2012,USD,0,13557000,2109000,2109000,297000,10821000,2556000,0,0,0,0,169000,0,0,0,0,193000,0,0,0,0,0,0,193000
LQDA,6/30/2018,USD,948537,1042879,94342,94342,-6960396,1991231,5917702,7908933,0,0,0,245711,0,937183,0,0,-6268924,0,0,-6268924,0,-6023213,0,-6268924
LRE,9/30/2011,USD,0,66208000,26312000,26312000,26178000,2187000,0,0,0,0,0,255000,0,0,0,0,25316000,0,0,0,0,0,0,25582000
LTHM,9/30/2018,USD,49500000,112000000,62500000,68100000,35500000,4700000,900000,8400000,0,0,0,-300000,0,0,0,0,35900000,5900000,0,30000000,28200000,35500000,0,30000000
LTRN,6/30/2020,USD,0,0,0,0,-833422,676399,157023,833422,0,0,0,0,0,0,0,0,-833422,0,0,-833422,0,-832756,0,-833422
LVGO,6/30/2019,USD,28003000,40886000,12883000,12883000,-14142000,31854000,10291000,55028000,0,0,0,0,0,0,0,0,-14239000,5000,0,-14244000,0,-12759000,0,-14244000
LX,12/31/2017,USD,1263982500,258493000,188773000,188773000,32045000,37675000,10871000,2657262500,0,0,0,-74506000,0,0,0,0,33156000,17244000,0,167271500,0,415937500,0,15912000
LYFT,3/31/2019,USD,313170000,776027000,462857000,650092000,-1156890000,651865000,630960000,1932917000,0,19654000,19654000,0,0,146000,0,0,-1137090000,1383000,0,-1138473000,-1136420000,-1156890000,0,-1138473000
LYRA,3/31/2020,USD,0,0,0,0,-4248000,1284000,2964000,4248000,0,16000,16000,0,0,0,0,0,-4232000,0,0,-4232000,0,-4240000,0,-4232000
MB,6/30/2015,USD,15951000,24760000,8809000,8809000,-8596000,19071000,5476000,24547000,0,0,0,266000,0,75000,0,0,-8787000,62000,0,-8849000,0,-8521000,0,-8849000
MCACU,6/30/2020,USD,0,0,0,0,-22749,22749,0,22749,0,4074,4074,0,0,0,0,0,-19846,0,0,-19600,0,-21578,0,-19600
MCOX,9/30/2010,USD,0,55335000,33340000,33340000,801000,20123000,0,0,0,0,0,0,0,0,0,0,975000,178000,0,0,0,0,0,797000
MCRN,6/30/2015,USD,104200000,301300000,190300000,190300000,19600000,70200000,0,84600000,0,0,0,18400000,0,-22200000,0,0,-21000000,6200000,0,-27200000,0,-2600000,0,-27200000
MCUR,6/30/2014,USD,0,0,0,0,0,4221000,3220000,0,0,0,0,0,0,0,0,0,0,38000,0,0,0,0,0,0
MDLA,7/31/2019,USD,60787000,95670000,34883000,34883000,-38452000,76546000,22693000,99239000,0,431000,431000,0,0,0,0,3500000,-37984000,300000,0,-38284000,-38914000,-38452000,-34952000,-38284000
MDRR,12/31/2018,USD,884224,1860580,976356,976356,-691389,1044330,0,2551969,0,0,0,-519510,0,0,0,0,-1479010,53151,0,-1532161,0,-691389,0,-1418849
MEC,3/31/2019,USD,19579000,143732000,124153000,124153000,6060000,8473000,0,137679000,0,-2832000,-2832000,2832000,0,0,4973000,0,3228000,769000,0,2460000,0,6060000,0,2459000
MEP,9/30/2013,USD,0,1380900000,1358000000,1358000000,0,0,0,0,0,0,0,5100000,0,0,0,0,0,600000,0,0,0,0,0,0
MERU,3/31/2010,USD,0,19619000,7095000,7095000,0,12513000,2777000,0,0,0,0,254000,0,0,0,0,0,50000,0,0,0,0,0,0
MFRM,12/31/2011,USD,0,189854000,108186000,108186000,16379000,60790000,0,0,0,0,0,3831000,0,0,0,0,7687000,0,0,0,0,0,0,17372000
MGTA,6/30/2018,USD,0,0,0,0,-14025000,4342000,9683000,-14025000,0,0,0,0,0,365000,0,0,-13660000,0,0,-13660000,0,-13660000,0,-13660000
MIME,12/31/2015,USD,-24314000,37130000,7916000,7916000,-1503000,28617000,5464000,0,0,0,0,227000,0,0,0,0,-2088000,51000,0,-2168000,0,-2256000,0,-2168000
MIRM,6/30/2019,USD,0,0,0,0,-14034000,2445000,11589000,14034000,0,468000,468000,0,0,0,0,0,-13557000,0,0,-13557000,0,-13946000,0,-13557000
MIST,3/31/2019,USD,0,0,0,0,-10930000,3165000,7765000,10930000,0,500000,500000,0,0,0,0,0,-10430000,22000,0,-10452000,0,-10927000,0,-10452000
MITO,3/31/2019,USD,0,0,0,0,-41485000,4157000,14328000,18485000,0,-4475000,-1693000,4683000,0,0,0,0,-43178000,0,0,-43178000,0,-18277000,0,-43178000
MKD,12/31/2019,CNY,35120000,4062676000,4027556000,4027556000,-58595000,52043000,14535000,4121271000,0,-2192000,-2180000,-2193000,0,0,0,0,-59861000,465000,0,-60326000,0,-57937000,0,-60326000
MKTO,6/30/2013,USD,13062000,22504000,9442000,9442000,-12287000,19364000,5985000,25349000,0,0,0,0,0,-86000,0,0,-12373000,17000,0,-12390000,0,-12373000,0,-12390000
MMDMU,3/31/2017,USD,0,0,0,0,-1419.33,1419.33,0,0,0,0,0,0,0,0,0,0,5.52,0,0,5.52,0,0,0,5.52
MM,3/31/2012,USD,13014000,32930000,19476000,19476000,-2991000,13356000,2649000,16005000,0,0,0,20000,0,-957000,0,0,-3968000,5000,0,-3973000,0,-3948000,0,-3973000
MNPR,12/31/2019,USD,-80851,18036,98887,0,-1224895,641117,583778,1224895,0,18036,18036,0,0,0,0,0,-1206859,0,0,-1224895,-1205634,-1224895,0,-1206859
MNRL,3/31/2019,USD,13149000,18265000,5116000,5116000,8707000,4442000,0,9558000,0,-3825000,-4510000,3825000,0,29000,0,0,4226000,190000,0,4195000,8707000,8707000,0,4036000
MOGU,12/31/2018,CNY,156539000,217593000,61054000,61054000,-300244.85,225008000,169772.28,-1848000,0,0,0,0,0,0,0,0,-135007.86,-5463.24,0,-129544.62,0,-124603000,0,-129544.62
MOHO,9/30/2019,USD,18416000,74929000,56513000,56513000,2667000,15307000,442000,72262000,0,-719000,-574000,719000,0,0,0,0,2230000,308000,0,1922000,0,2804000,0,1977000
MONT,9/30/2013,USD,0,30056000,10273000,10273000,8646000,10503000,6623000,0,0,0,0,0,0,0,0,0,8778000,737000,0,0,0,0,0,8041000
MOTS,3/31/2018,USD,-3000,12000,15000,15000,-4080000,2874000,1203000,4077000,0,0,0,-9000,0,0,0,0,-7323000,0,0,-7323000,0,-4080000,0,-7323000
MPACU,3/31/2017,USD,0,0,0,0,-99910,99910,0,99910,0,0,0,0,0,0,0,0,-25279,0,0,-25279,0,-99910,0,-25279
MPSX,9/30/2015,USD,0,459051000,337637000,337637000,43855000,44248000,0,0,0,0,0,18729000,0,0,0,0,18315000,5231000,0,0,0,0,0,13007000
MRD,6/30/2014,USD,0,254777000,61882000,61882000,94101000,23487000,0,0,0,0,0,34531000,0,0,0,0,0,0,0,0,0,0,0,0
MRNA,12/31/2018,USD,-115008000,35421000,150429000,150429000,-153031000,38023000,150429000,188452000,0,0,0,-1525000,0,2879000,0,0,-141258000,168000,0,-141426000,-141824000,-153031000,0,-141426000
MRSN,6/30/2017,USD,3727000,3727000,12603000,12603000,-9104000,2204000,10627000,12831000,0,0,0,-158000,0,0,0,0,-8946000,0,0,-8946000,-8955000,-9104000,0,-8946000
MRUS,6/30/2016,USD,9000000,1181000,6316000,6316000,11000000,0,3692000,-13000000,0,0,0,14000,0,0,0,0,0,0,0,0,0,11000000,0,10000000
MSC,9/30/2018,USD,111605000,143829000,32224000,32224000,31399000,37266000,0,112430000,0,0,0,-38081000,0,0,0,0,-8103000,-9000,0,-8094000,0,31399000,0,-8094000
MTC,12/31/2018,USD,10570,26880,16310,16310,-1263300,1273870,0,645088,0,0,-17860,0,0,0,0,0,-1286750,0,0,-643376,0,-631647,0,-1286750
MUDSU,12/31/2017,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7156,0,0,-7156,0,0,0,-7156
MULE,3/31/2017,USD,45666000,60905000,14397000,14397000,-9910000,55576000,12789000,0,0,0,0,0,0,0,0,0,-9828000,313000,0,-10141000,0,-9828000,0,-10141000
MVNR,9/30/2013,USD,0,25971000,13389000,13389000,0,14934000,5436000,0,0,0,0,1072000,0,0,0,0,0,354000,0,0,0,0,0,0
MWRX,6/30/2013,USD,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MXPT,3/31/2015,USD,13836000,28716000,2951000,2951000,-6988000,16182000,4642000,20824000,0,0,0,694000,0,-439000,0,0,-8121000,0,0,-8121000,0,-7427000,0,-8121000
MYCC,9/30/2013,USD,0,194835000,144926000,144926000,20527000,12352000,0,0,0,0,0,19499000,0,0,0,0,0,3793000,0,0,0,0,0,0
MYFW,6/30/2018,USD,14469000,14469000,1928000,1928000,1385000,13084000,0,13084000,0,7577000,9505000,1928000,6892000,0,0,577000,1385000,337000,0,1048000,0,3313000,3890000,1048000
MYOK,9/30/2015,USD,0,3550000,8724000,8724000,-5422000,2300000,6672000,8972000,0,0,0,0,0,-40000,0,0,-5462000,0,0,-5462000,0,-5462000,0,-5462000
MYOV,9/30/2016,USD,0,0,0,0,-34704000,30951000,3753000,6720000,0,0,0,0,0,0,0,0,-34704000,8000,0,-34712000,0,-34704000,0,-34712000
NAP,9/30/2014,USD,0,16174000,459000,459000,7088000,3750000,0,0,0,0,0,7120000,0,0,0,0,0,0,0,0,0,0,0,0
NBACU,12/31/2019,USD,0,0,0,0,-175,175,0,175,0,0,0,0,0,0,0,0,-175,0,0,-175,0,-175,0,-175
NCFT,9/30/2013,USD,0,91570000,66624000,66624000,8073000,13685000,0,0,0,0,0,7258000,0,0,0,0,0,0,0,0,0,0,0,0
NCNA,9/30/2017,USD,0,0,0,0,-17113000,18173000,13790000,17113000,0,0,0,0,0,0,0,0,-17412000,-1035500,0,-16376500,0,-17113000,0,-16376500
NCNO,7/31/2020,USD,26178000,48765000,22587000,22587000,-15693000,26579000,15292000,64458000,0,55000,55000,0,0,0,0,0,-14521000,203000,0,-14724000,0,-13936000,0,-14646000
NCOM,3/31/2015,USD,12608000,12769000,161000,1188000,3239000,5823000,0,9369000,12193000,11166000,12193000,1027000,1764000,0,0,111000,3013000,1092000,1027000,2387000,1959000,4040000,4151000,1921000
NCSM,3/31/2017,USD,29282000,56241000,29354000,29354000,9924000,12772000,0,19358000,0,-1509000,0,1509000,0,974000,564000,0,8650000,2100000,0,6348000,8180000,9924000,0,6550000
NDRM,9/30/2014,USD,0,0,0,0,0,2652000,1810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEFF,12/31/2014,USD,0,104118000,32663000,32663000,30033000,20537000,0,0,0,0,0,12534000,0,0,0,0,13154000,0,0,0,0,0,0,1599000
NEOT,12/31/2014,USD,0,0,0,0,0,3253000,1917000,0,0,0,0,212000,0,0,0,0,0,1000,0,0,0,0,0,0
NETS,3/31/2017,USD,129766000,125278000,87442000,87442000,-4309000,43621000,0,400537000,0,0,0,12099000,0,0,0,0,-37717000,0,0,-37717000,0,-4309000,0,-37508000
NET,9/30/2019,USD,57908000,73941000,16033000,16033000,-41086000,71131000,27863000,98994000,0,672000,672000,407000,0,-651000,7700000,0,-41065000,-212000,0,-40853000,-40846000,-41086000,0,-40853000
NEWA,6/30/2017,USD,-1921496,7204000,5189000,5189000,138000,1783000,1355648,-7066772,0,0,0,81000,0,0,0,0,118000,102000,0,-16018,0,-137660,0,16000
NEW,6/30/2018,USD,36401019.8,79679664.07,43278644.27,43278644.27,-12904919.02,49305938.81,0,92584583.08,0,0,0,-1890521.9,0,0,0,0,-28624325.13,-371325.73,0,-28252999.4,0,-12904919.02,0,-28255848.83
NEXA,9/30/2017,USD,196155000,625805000,429650000,429650000,110825000,59484000,0,40920000,0,0,0,22477000,0,0,0,0,121518000,40529000,0,231454000,0,155949000,0,69695000
NFE,12/31/2018,USD,200000,31369000,31169000,27117000,-21960000,21310000,0,53329000,0,0,0,4859000,0,887000,1124000,1063000,-35466000,-737000,0,-34763000,-37849000,-21960000,-20897000,-34729000
NHWK,12/31/2005,USD,0,18474000,12799000,12799000,5154000,0,0,0,0,0,0,455000,0,0,0,0,0,1961000,0,0,0,0,0,0
NH,6/30/2016,USD,9250000,31490000,22240000,10433000,-64133000,47248000,24322000,73383000,0,0,0,1847000,0,-77000,1956000,0,-68343000,-14211000,0,51670000,0,-64133000,0,-54132000
NIO,9/30/2018,USD,-116318000,1469573000,1585891000,1585891000,-1262219.32,1670100000,466642.64,1922368.96,0,0,0,-12390.16,0,0,0,0,-4385866.18,617.22,0,-4386483.4,0,-2641642000,0,-4382889.7
NITE,9/30/2017,USD,0,0,0,0,-12598500,5951000,3983000,12598500,0,0,0,0,0,0,0,0,-14780500,0,0,-14780500,0,-12598500,0,-14780500
NIU,9/30/2018,USD,61188073,493196944,432008871,432008871,-98404.05,52178478,289358.98,-200000,0,0,0,-49966.34,0,0,0,0,-45748.01,0,0,-45748.01,0,-3852878,0,-45748.01
NKTX,6/30/2020,USD,0,0,0,0,-10355581,2493595,7861986,10355581,0,27176,27176,0,0,0,0,0,-51065117,0,0,-51065117,0,-10183414,0,-51065117
NMBL,10/31/2013,USD,0,33411000,10449000,10449000,0,32393000,9361000,0,0,0,0,0,0,0,0,0,0,76000,0,0,0,0,0,0
NMRK,12/31/2017,USD,1603300000,460576000,422551000,422551000,9997000,1355286000,0,1446248000,0,-1453000,0,2842000,0,0,3400000,24438000,7911000,54082000,0,101783000,-46171000,9997000,34435000,-46171000
NNOX,9/30/2020,USD,0,0,0,0,-11062000,8956000,2106000,11062000,0,7000,0,0,0,0,0,0,-11055000,0,0,-11055000,0,-11062000,0,-11055000
NORD,2/28/2014,USD,0,136900000,79500000,79500000,39500000,17900000,0,0,0,0,0,17400000,0,0,0,0,21700000,7100000,0,0,0,0,0,14600000
NRIX,8/31/2020,USD,0,0,0,0,-19192000,4338000,18939000,23277000,0,675000,675000,0,0,0,0,600000,-18517000,0,0,-18517000,-18518000,-19192000,-18592000,-18517000
NTGN,6/30/2018,USD,0,0,0,0,-19117000,4313000,14804000,19117000,0,0,0,0,0,0,0,0,-18899000,0,0,-18899000,0,-19117000,0,-18899000
NTI,6/30/2012,USD,0,1084000000,826800000,826800000,224600000,24800000,0,0,0,0,0,10700000,0,0,0,0,245700000,100000,0,0,0,0,0,245600000
NVET,12/31/2014,USD,0,0,3827000,3827000,-4666000,2440000,2226000,4666000,0,0,0,0,0,1290000,0,0,-3376000,0,0,-3376000,0,-3376000,0,-2413000
NVLS,6/30/2015,USD,0,0,0,0,0,5837000,4465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYLD,6/30/2013,USD,0,0,0,0,17000000,0,0,0,0,0,0,11000000,0,0,0,0,45000000,1000000,0,0,0,0,0,4000000
OBLN,9/30/2016,USD,129000,773000,644000,644000,-4452000,2412000,2169000,4581000,0,0,0,135000,0,-673000,0,100000,-5260000,0,0,-5260000,-5259000,-4452000,-4352000,-5260000
OCFT,12/31/2019,CNY,259845000,772923000,513078000,513078000,-535910000,468022000,314597000,13136000,0,-3819000,37880000,42114000,0,0,0,0,-588654000,49884000,0,-638538000,0,-500304000,0,-619375000
OCIP,9/30/2013,USD,0,95790000,48813000,48813000,36059000,5369000,0,0,0,0,0,5015000,0,7000,5549000,0,24560000,428000,0,0,0,36059000,0,24132000
ODT,12/31/2017,USD,0,0,0,0,-24133000,15736000,13040000,24133000,0,0,0,0,0,0,0,0,-24133000,0,0,-24133000,0,-24133000,0,-24133000
OILT,6/30/2011,USD,0,29654000,8211000,8211000,12807000,4559000,0,0,0,0,0,2371000,0,0,0,0,10552000,2936000,0,0,0,0,0,7616000
ONCE,12/31/2014,USD,633932,614000,8729000,8729000,-23580329,7863256,6932000,24214261,0,0,0,0,0,0,0,0,-24324809,0,0,-24324809,0,-23580329,0,-24324809
ONEW,12/31/2019,USD,32189000,153698000,121509000,121509000,2552000,28305000,0,150709000,0,-4512000,-4512000,4512000,0,-13000,0,760000,-1067000,0,0,-1067000,0,2552000,3312000,-1314000
OPESU,3/31/2018,USD,0,0,0,0,-69458,69458,0,69458,0,0,0,0,0,0,0,0,28417,5968,0,22449,0,-69458,0,22449
OPRA,6/30/2018,USD,29071000,39828000,10757000,10757000,10468000,9356000,0,16625000,0,0,0,-43000,0,0,0,0,9946000,2535000,0,7411000,0,13336000,0,7411000
OPRT,9/30/2019,USD,131093000,153880000,22383000,22383000,14415000,3886000,0,122032000,0,123773000,139272000,15499000,0,0,2300000,0,14429000,4400000,0,10029000,10037000,31444000,0,10029000
OPTM,10/31/2006,USD,0,30010000,20679000,20679000,3105000,5600000,2996000,0,0,0,0,0,0,0,0,0,2938000,179000,0,0,0,0,0,2759000
OPWR,3/31/2014,USD,18638000,28573000,9388000,9388000,-7333000,15217000,10754000,25971000,0,0,0,66000,0,463000,0,0,-6936000,44000,0,-6980000,0,-6870000,0,-6980000
OPXT,3/31/2007,USD,0,65376000,41795000,41795000,0,23102000,10665000,0,0,0,0,0,0,0,0,0,909000,0,0,0,0,0,0,909000
ORCC,6/30/2019,USD,123822000,131735000,52313000,52313000,119622000,4421000,0,2865000,0,137371000,171364000,33993000,0,0,0,0,124449000,-221000,0,124670000,0,156259000,0,124670000
ORIC,3/31/2020,USD,0,0,0,0,-9179000,1925000,7254000,9179000,0,241000,241000,0,0,0,0,0,-8872000,0,0,-8872000,0,-8929000,0,-8872000
ORSNU,6/30/2019,USD,0,0,0,0,-103,103,0,103,0,0,0,0,0,0,0,0,-103,0,0,-103,0,-103,0,-103
ORTX,9/30/2018,USD,1107000,1387000,280000,280000,-34090000,7466000,27731000,35477000,0,0,0,-245000,0,0,0,0,-33155000,733000,0,-33888000,0,-34090000,0,-33888000
OSH,6/30/2020,USD,19396000,214382000,194986000,194986000,-24418000,41140000,0,238800000,0,-2448000,-2448000,2448000,0,0,0,0,-26844000,0,0,-26844000,0,-21722000,0,-26765000
OSP,9/30/2007,USD,0,55784000,36313000,36313000,1446000,5791000,0,0,0,0,0,3523000,0,0,0,0,0,434000,0,0,0,0,0,0
OSS,12/31/2017,USD,1949337,7052957,5103620,4866000,-731642,953914,943196,2680979,0,0,0,55100,0,21831,0,235430,-656861,-536185,0,119990,0,-731642,-496212,-120676
OYST,9/30/2019,USD,0,0,0,0,-11897000,3809000,8088000,11897000,0,400000,400000,0,0,0,0,0,-11497000,0,0,-11497000,0,-11897000,0,-11497000
PAGS,12/31/2017,USD,283565500,147789000,105599000,105599000,9988000,28062000,0,1319309000,0,0,0,11402000,0,0,0,0,75754000,22928000,0,342270500,0,-48374000,0,52950000
PATH,6/30/2010,USD,0,0,4200000,4200000,0,0,3268000,0,0,0,0,1435000,0,0,0,0,0,0,0,0,0,0,0,0
